Asset,Date,Min temperature,Max temperature,Solar exposure,Rainfall ,Raining period
Birtinya,14/04/2022,17.1,25,17,8,1
Birtinya,15/04/2022,17.8,25.6,17.2,0,
Birtinya,16/04/2022,16.5,25.9,15.5,2,1
Birtinya,17/04/2022,18,25.5,13.2,2,1
Birtinya,18/04/2022,17,25.7,18.7,0,
Birtinya,19/04/2022,15.9,26.2,16.9,0,
Birtinya,20/04/2022,15.8,28.8,18.6,0,
Birtinya,21/04/2022,17.6,26.7,15.4,0,
Birtinya,22/04/2022,19.9,26.3,13.5,0,
Birtinya,23/04/2022,19.2,24.7,13.5,15,1
Birtinya,24/04/2022,18.5,24.9,14.9,38,1
Birtinya,25/04/2022,19.5,24.5,10.1,6.2,1
Birtinya,26/04/2022,18.1,26.1,7.7,8,1
Birtinya,27/04/2022,19.7,26.7,16.1,0.2,1
Birtinya,28/04/2022,18.9,25.7,11.8,4,1
Birtinya,29/04/2022,19.4,26.5,16,1,1
Birtinya,30/04/2022,18.8,25.9,15.5,3,1
Birtinya,1/05/2022,16.3,23.6,8.6,0.3,1
Birtinya,2/05/2022,18.8,25.4,15.3,0.8,1
Birtinya,3/05/2022,18.3,25,16,0,
Birtinya,4/05/2022,18.1,25.6,15.8,0,
Birtinya,5/05/2022,16.9,26.1,15.7,0,
Birtinya,6/05/2022,19.5,28.3,8.6,0,
Birtinya,7/05/2022,18.9,25.4,11.3,49.5,1
Birtinya,8/05/2022,18.6,23.1,8.4,0,
Birtinya,9/05/2022,18.7,21.9,4.5,20.6,1
Birtinya,10/05/2022,17.2,22.8,4.2,,
Birtinya,11/05/2022,19.7,24.4,4.5,64,1
Birtinya,12/05/2022,20,25.5,10.5,27,1
Birtinya,13/05/2022,21.4,23,4.1,35,1
Birtinya,14/05/2022,20,24,6,29.4,1
Birtinya,15/05/2022,18.6,26.1,13.9,11,1
Birtinya,16/05/2022,21.5,26.2,12.1,1,1
Birtinya,17/05/2022,21.1,26.2,11.4,0,
Birtinya,18/05/2022,20.1,25,11.5,0,
Birtinya,19/05/2022,18.1,24.7,9.3,0,
Birtinya,20/05/2022,20.7,23.2,8.2,0,
Birtinya,21/05/2022,16.7,19.8,3.1,18,1
Birtinya,22/05/2022,16.5,20.8,8.3,57,1
Birtinya,23/05/2022,16.3,22.5,9.3,8.4,1
Birtinya,24/05/2022,16.9,22.7,12.4,12.4,1
Birtinya,25/05/2022,16.6,21.6,7.7,19.9,1
Birtinya,26/05/2022,16.6,22.9,14,3,1
Birtinya,27/05/2022,16.5,22.8,14.4,0.8,1
Birtinya,28/05/2022,14.6,24.6,14.7,0,
Birtinya,29/05/2022,11.6,23.8,14.8,0,
Birtinya,30/05/2022,12.1,19.4,5.4,0,
Birtinya,31/05/2022,14.3,22.8,13.4,0.1,1
Birtinya,1/06/2022,11.7,21.9,14.6,0,
Birtinya,2/06/2022,8.6,19.3,14.4,0,
Birtinya,3/06/2022,8.4,21.7,14.5,0,
Birtinya,4/06/2022,16.1,23.4,13.8,21,1
Birtinya,5/06/2022,6.4,20.3,14.5,0,
Birtinya,6/06/2022,13.9,19,6.7,2,1
Birtinya,7/06/2022,7.5,19,10.8,0.1,1
Birtinya,8/06/2022,7.9,19.1,14.3,0,
Birtinya,9/06/2022,2.5,19.8,14.3,0,
Birtinya,10/06/2022,2.2,19.8,14.3,0,
Birtinya,11/06/2022,4.7,19.9,14.2,0,
Birtinya,12/06/2022,5.3,22.1,14,0,
Birtinya,13/06/2022,5.5,21.5,13.5,0,
Birtinya,14/06/2022,10.3,22.6,14.2,0,
Birtinya,15/06/2022,10.5,21.3,13.2,0.1,1
Birtinya,16/06/2022,10.9,24.6,14.2,0,
Birtinya,17/06/2022,6.4,22.8,14,0,
Birtinya,18/06/2022,6.2,21.3,14.2,0,
Birtinya,19/06/2022,8.6,21.3,10.3,0,
Birtinya,20/06/2022,13.8,21.3,13.7,1,1
Birtinya,21/06/2022,9.2,21.2,14.2,0,
Birtinya,22/06/2022,7.7,21.6,14.2,0.1,1
Birtinya,23/06/2022,7.9,21.5,14.2,0,
Birtinya,24/06/2022,8.3,23.2,14.2,0,
Birtinya,25/06/2022,6.8,23.1,14.2,0,
Birtinya,26/06/2022,7.1,21.5,13.1,0,
Birtinya,27/06/2022,12,23.4,13.4,0,
Birtinya,28/06/2022,9.5,19.5,14.1,0,
Birtinya,29/06/2022,12.8,19.4,10.3,0,
Birtinya,30/06/2022,13.5,21.4,10.9,0,
Bull Creek,1/01/2021,19.2,35.2,29.2,0,
Bull Creek,2/01/2021,19.1,32.4,31.3,0,
Bull Creek,3/01/2021,17.4,32.2,29.9,0,
Bull Creek,4/01/2021,16.5,32.1,31.4,0,
Bull Creek,5/01/2021,17.3,34,31.4,0,
Bull Creek,6/01/2021,18.6,36,31.3,0,
Bull Creek,7/01/2021,21.1,37.8,30.3,0,
Bull Creek,8/01/2021,18.4,41.3,31.2,0,
Bull Creek,9/01/2021,23.3,36.1,25.6,0,
Bull Creek,10/01/2021,21.2,27.2,28.5,0,
Bull Creek,11/01/2021,15.4,31,31,0,
Bull Creek,12/01/2021,16.3,30.6,29.1,0,
Bull Creek,13/01/2021,16.4,33.9,30.6,0,
Bull Creek,14/01/2021,16.2,33.9,30.6,0,
Bull Creek,15/01/2021,16.6,33.5,30.7,0,
Bull Creek,16/01/2021,17.7,34.1,30.6,0,
Bull Creek,17/01/2021,18.7,36.3,30.1,0,
Bull Creek,18/01/2021,24.3,35.7,22.4,0,
Bull Creek,19/01/2021,24.7,36.8,26.8,0,
Bull Creek,20/01/2021,22.4,31.1,26.4,0,
Bull Creek,21/01/2021,21.8,35.1,30.2,0,
Bull Creek,22/01/2021,19.6,33.6,30.1,0,
Bull Creek,23/01/2021,16.5,27.6,29.2,0,
Bull Creek,24/01/2021,14.1,27.4,25.2,0,
Bull Creek,25/01/2021,16.7,27.2,28.9,0,
Bull Creek,26/01/2021,13.5,26.4,28.3,0,
Bull Creek,27/01/2021,12,26.4,22.7,0,
Bull Creek,28/01/2021,14.5,33.2,29.5,0,
Bull Creek,29/01/2021,18.3,35,29.4,0,
Bull Creek,30/01/2021,18.5,35.6,29.2,0,
Bull Creek,31/01/2021,19.3,38.2,29.1,0,
Bull Creek,1/02/2021,19.2,37.2,29.1,0,
Bull Creek,2/02/2021,21.4,35.5,20.8,0,
Bull Creek,3/02/2021,18.9,32.8,26.3,0,
Bull Creek,4/02/2021,14.3,28.6,28.7,0,
Bull Creek,5/02/2021,14.5,27.8,26.1,0,
Bull Creek,6/02/2021,17.6,21.1,4.1,0,
Bull Creek,7/02/2021,15.8,22.3,4.9,22.8,1
Bull Creek,8/02/2021,17.5,23.6,18.3,19.6,1
Bull Creek,9/02/2021,15.5,25.5,23.9,3.8,1
Bull Creek,10/02/2021,16,23.5,25.4,0.2,1
Bull Creek,11/02/2021,12.6,25.1,27.8,0,
Bull Creek,12/02/2021,14.5,29.4,27.8,0,
Bull Creek,13/02/2021,15,35.5,27.1,0,
Bull Creek,14/02/2021,21.8,35.8,17.7,0,
Bull Creek,15/02/2021,21.5,36.5,27,0,
Bull Creek,16/02/2021,20.3,30.1,27,0,
Bull Creek,17/02/2021,17.1,26,20.2,0,
Bull Creek,18/02/2021,17.6,23.6,21.4,1,1
Bull Creek,19/02/2021,9.3,25.1,26.7,0,
Bull Creek,20/02/2021,10.6,30.3,26.5,0,
Bull Creek,21/02/2021,17,35.2,26.3,0,
Bull Creek,22/02/2021,18.8,38.3,26.1,0,
Bull Creek,23/02/2021,20.9,39,25.9,0,
Bull Creek,24/02/2021,16.8,32.3,25.8,0,
Bull Creek,25/02/2021,16.6,29.8,25.5,0,
Bull Creek,26/02/2021,18.1,30.9,23.7,0,
Bull Creek,27/02/2021,16.7,31,24.4,0,
Bull Creek,28/02/2021,18.7,31.2,21.6,0,
Bull Creek,1/03/2021,16.7,23.2,4,10.8,1
Bull Creek,2/03/2021,16.8,30.5,22.3,13.8,1
Bull Creek,3/03/2021,18.5,27.7,9.8,6.6,1
Bull Creek,4/03/2021,19.5,27.2,17.7,7.2,1
Bull Creek,5/03/2021,18.9,26.5,14,1,1
Bull Creek,6/03/2021,21.3,27.6,14,0,
Bull Creek,7/03/2021,18.7,29.6,24.1,0,
Bull Creek,8/03/2021,20.2,31.2,22,0,
Bull Creek,9/03/2021,21.5,35.6,23,0,
Bull Creek,10/03/2021,25.5,30.6,14.4,0,
Bull Creek,11/03/2021,21.8,26.6,12.8,0,
Bull Creek,12/03/2021,20.1,25.8,13.4,1.4,1
Bull Creek,13/03/2021,14.1,26.2,23.1,0,
Bull Creek,14/03/2021,13.9,28,22.9,0,
Bull Creek,15/03/2021,17.5,29.7,20,0,
Bull Creek,16/03/2021,18.4,34.4,17.9,0,
Bull Creek,17/03/2021,14.9,29.5,22.4,0,
Bull Creek,18/03/2021,15.3,31.6,22.2,0,
Bull Creek,19/03/2021,17.6,37.9,18.9,0,
Bull Creek,20/03/2021,15.8,37.3,21.4,0,
Bull Creek,21/03/2021,15.3,37.2,21.5,0,
Bull Creek,22/03/2021,17.8,28.1,19.1,0,
Bull Creek,23/03/2021,12,24.3,20.3,0,
Bull Creek,24/03/2021,12.8,25.1,21,0,
Bull Creek,25/03/2021,8.7,25.6,20.8,0,
Bull Creek,26/03/2021,9.8,28.1,20.3,0,
Bull Creek,27/03/2021,10.1,27.8,20.5,0,
Bull Creek,28/03/2021,11.6,31.6,20.2,0,
Bull Creek,29/03/2021,16.4,38.2,19.9,0,
Bull Creek,30/03/2021,20.2,29.2,19.6,0.4,1
Bull Creek,31/03/2021,18.4,24.8,7.6,0.4,1
Bull Creek,1/04/2021,20.3,33.2,18,0,
Bull Creek,2/04/2021,15.8,30.7,19.1,0,
Bull Creek,3/04/2021,16.6,31.4,13.7,0,
Bull Creek,4/04/2021,17.4,31,18,1.8,1
Bull Creek,5/04/2021,14,26.5,16.6,0,
Bull Creek,6/04/2021,10.9,26.9,16.5,0,
Bull Creek,7/04/2021,18,26.2,8.4,0,
Bull Creek,8/04/2021,15.9,26.3,17.6,0.4,1
Bull Creek,9/04/2021,16.7,27.3,17.5,0,
Bull Creek,10/04/2021,16.6,28.6,16.5,0,
Bull Creek,11/04/2021,15.9,22.1,5.5,6.2,1
Bull Creek,12/04/2021,16.3,22.5,10.2,19.6,1
Bull Creek,13/04/2021,11,21.9,14.4,0.8,1
Bull Creek,14/04/2021,8.5,23,17.4,0,
Bull Creek,15/04/2021,8.8,24.9,17.3,0,
Bull Creek,16/04/2021,10.3,25.4,14,0,
Bull Creek,17/04/2021,14.3,27.5,16.1,0,
Bull Creek,18/04/2021,13.3,27.9,16.6,0,
Bull Creek,19/04/2021,9.8,23.4,13.8,0,
Bull Creek,20/04/2021,10.7,25.5,15.3,0,
Bull Creek,21/04/2021,9.6,26.2,16.2,0,
Bull Creek,22/04/2021,10.7,25,13.1,0,
Bull Creek,23/04/2021,14.7,28.9,14.5,0,
Bull Creek,24/04/2021,12.4,29.7,15.5,0,
Bull Creek,25/04/2021,10.3,27.5,15.7,0,
Bull Creek,26/04/2021,10.1,31.5,12.9,0,
Bull Creek,27/04/2021,13.6,29.3,13.5,0,
Bull Creek,28/04/2021,10.6,29.3,14.7,0,
Bull Creek,29/04/2021,14.7,25.6,10.3,0,
Bull Creek,30/04/2021,10.8,20.4,14.7,23,1
Bull Creek,1/05/2021,8.6,21.9,14.7,0,
Bull Creek,2/05/2021,7.2,23.4,14.9,0,
Bull Creek,3/05/2021,11.4,25.3,14.7,0,
Bull Creek,4/05/2021,17.5,22.4,7.4,0,
Bull Creek,5/05/2021,14.9,23.8,11.8,16.4,1
Bull Creek,6/05/2021,13.6,22.1,6.2,16.4,1
Bull Creek,7/05/2021,10.4,22.1,14.3,8.6,1
Bull Creek,8/05/2021,9,22.4,13.1,0,
Bull Creek,9/05/2021,8.2,22.2,10.1,0,
Bull Creek,10/05/2021,7.6,23.8,13.9,0,
Bull Creek,11/05/2021,9.6,28.5,13.7,0,
Bull Creek,12/05/2021,13.3,23.2,11.9,1,1
Bull Creek,13/05/2021,12.4,20.8,13.1,0,
Bull Creek,14/05/2021,14.7,18.9,6.5,0,
Bull Creek,15/05/2021,16,20.8,6.5,0,
Bull Creek,16/05/2021,17,24.5,10.5,0,
Bull Creek,17/05/2021,15.5,26.2,10.6,0,
Bull Creek,18/05/2021,12.4,24,11.2,0.4,1
Bull Creek,19/05/2021,10.7,23.4,12.5,0.2,1
Bull Creek,20/05/2021,8.6,24.1,13,0,
Bull Creek,21/05/2021,7.5,22.8,12.8,0,
Bull Creek,22/05/2021,11.8,19.2,4.8,0,
Bull Creek,23/05/2021,8.4,18.7,8.6,7.6,1
Bull Creek,24/05/2021,7.2,15.2,9.6,9.8,1
Bull Creek,25/05/2021,5.6,18.9,12.2,1.4,1
Bull Creek,26/05/2021,4.4,20,11.8,0,
Bull Creek,27/05/2021,9.6,24.3,10.8,0,
Bull Creek,28/05/2021,10.4,24.6,7.4,0,
Bull Creek,29/05/2021,15.5,20.4,6.6,20.4,1
Bull Creek,30/05/2021,10.8,18.1,10.7,28.2,1
Bull Creek,31/05/2021,9.9,18.1,11.9,0.2,1
Bull Creek,1/06/2021,5.9,19,12,0,
Bull Creek,2/06/2021,5,19.9,11.3,0,
Bull Creek,3/06/2021,3.9,21.2,11.4,0,
Bull Creek,4/06/2021,4.3,20.4,12.1,0,
Bull Creek,5/06/2021,3.9,21.1,12.1,0,
Bull Creek,6/06/2021,6.5,20.8,9.8,0,
Bull Creek,7/06/2021,3.4,18,11.8,2.4,1
Bull Creek,8/06/2021,6.9,17.3,10.4,0,
Bull Creek,9/06/2021,12.4,18.4,5.4,0,
Bull Creek,10/06/2021,11.8,21.1,7.3,24,1
Bull Creek,11/06/2021,13.2,20.2,9.5,0.4,1
Bull Creek,12/06/2021,10.3,20.7,11.1,0,
Bull Creek,13/06/2021,6.4,19.9,10.1,0,
Bull Creek,14/06/2021,8.6,18.1,10,3,1
Bull Creek,15/06/2021,6.2,16.8,8.3,6.2,1
Bull Creek,16/06/2021,6.3,18.9,10.5,1.4,1
Bull Creek,17/06/2021,6,17.6,11.8,0.2,1
Bull Creek,18/06/2021,2,18.4,11.8,0,
Bull Creek,19/06/2021,1.8,19.7,10.3,0,
Bull Creek,20/06/2021,9.5,15.4,6.7,29.6,1
Bull Creek,21/06/2021,8.1,14.5,10,18,1
Bull Creek,22/06/2021,0.1,16.2,11.6,0,
Bull Creek,23/06/2021,1.7,16.9,11.7,0.2,1
Bull Creek,24/06/2021,1.4,17.1,11.8,0,
Bull Creek,25/06/2021,1.5,18.1,11.9,0,
Bull Creek,26/06/2021,0.2,20,11.9,0,
Bull Creek,27/06/2021,5.4,16.1,6.5,0,
Bull Creek,28/06/2021,9.3,20.1,10.2,9.8,1
Bull Creek,29/06/2021,,,10.6,,
Bull Creek,30/06/2021,,,7.7,,
Bull Creek,1/07/2021,,18,10.2,,
Bull Creek,2/07/2021,6.9,18.2,8.5,0,
Bull Creek,3/07/2021,3.4,20.7,11.6,0,
Bull Creek,4/07/2021,10,16.3,4.1,8.4,1
Bull Creek,5/07/2021,9.1,17,9.3,31,1
Bull Creek,6/07/2021,8.5,19.5,7.8,9,1
Bull Creek,7/07/2021,11.7,18.2,11.4,22.2,1
Bull Creek,8/07/2021,10.4,18.8,10.7,2,1
Bull Creek,9/07/2021,11.7,19.2,7.2,4.8,1
Bull Creek,10/07/2021,5.3,17.1,10.9,32.8,1
Bull Creek,11/07/2021,8.8,18.6,12.2,0.2,1
Bull Creek,12/07/2021,12.3,21.3,8.1,16.4,1
Bull Creek,13/07/2021,13.6,19.7,9.7,6.8,1
Bull Creek,14/07/2021,12.5,17.4,9.2,9.6,1
Bull Creek,15/07/2021,12.4,17.6,11,8,1
Bull Creek,16/07/2021,10.6,17.8,9.1,6.4,1
Bull Creek,17/07/2021,11.5,18,9.5,0.4,1
Bull Creek,18/07/2021,9,18,8.9,6.8,1
Bull Creek,19/07/2021,8.5,17.3,7.9,10.6,1
Bull Creek,20/07/2021,11.3,13.7,5.5,0.6,1
Bull Creek,21/07/2021,11.6,18.2,11.5,46.4,1
Bull Creek,22/07/2021,5.2,17.7,12.9,0,
Bull Creek,23/07/2021,10.4,18.2,10.8,1.4,1
Bull Creek,24/07/2021,10.2,17.5,9.1,2.8,1
Bull Creek,25/07/2021,11,20.1,9.7,0.2,1
Bull Creek,26/07/2021,11.2,19,6.8,0.2,1
Bull Creek,27/07/2021,13.1,16.8,10.8,47.4,1
Bull Creek,28/07/2021,10.6,18.7,9.8,2,1
Bull Creek,29/07/2021,11.9,20.5,12.3,21.6,1
Bull Creek,30/07/2021,12.6,16.2,11.4,3.8,1
Bull Creek,31/07/2021,7.2,15.8,12.1,13.2,1
Bull Creek,1/08/2021,9.2,14.6,10.6,9.6,1
Bull Creek,2/08/2021,2.1,16.1,11.5,4.8,1
Bull Creek,3/08/2021,7.5,17.2,10.9,0.2,1
Bull Creek,4/08/2021,5,18.8,14.4,0,
Bull Creek,5/08/2021,3.2,19.5,14.7,0,
Bull Creek,6/08/2021,2.5,22.3,14.8,0,
Bull Creek,7/08/2021,6.8,19.1,7.6,0,
Bull Creek,8/08/2021,12.2,19.7,9.4,1.6,1
Bull Creek,9/08/2021,13.8,19.6,11,8.4,1
Bull Creek,10/08/2021,10.1,14.1,9.6,12.8,1
Bull Creek,11/08/2021,5.8,17.3,11.3,5.4,1
Bull Creek,12/08/2021,8,17.2,9.4,0.8,1
Bull Creek,13/08/2021,3.5,20.2,15.7,0.2,1
Bull Creek,14/08/2021,2.8,20,15.6,0,
Bull Creek,15/08/2021,6.4,22.6,15.9,0,
Bull Creek,16/08/2021,13,25.3,16,0,
Bull Creek,17/08/2021,14,24,15.3,0,
Bull Creek,18/08/2021,10,,15.7,2.4,1
Bull Creek,19/08/2021,9.4,18.7,11,,
Bull Creek,20/08/2021,10,19.1,14,11.2,1
Bull Creek,21/08/2021,10.2,18.4,10.9,2.4,1
Bull Creek,22/08/2021,11.2,17.4,13.8,3,1
Bull Creek,23/08/2021,5.9,17.9,16.8,0,
Bull Creek,24/08/2021,7.2,21,17.2,0,
Bull Creek,25/08/2021,10.8,23.7,17.3,0,
Bull Creek,26/08/2021,10.7,18.8,13.2,3.4,1
Bull Creek,27/08/2021,10.8,17.4,12.4,3.6,1
Bull Creek,28/08/2021,7.4,17.7,11,0.2,1
Bull Creek,29/08/2021,12.2,19.4,14.4,1.2,1
Bull Creek,30/08/2021,13.8,19.1,12.5,4.2,1
Bull Creek,31/08/2021,12.2,19.7,15.4,4.4,1
Bull Creek,1/09/2021,15.3,17.8,7.4,2,1
Bull Creek,2/09/2021,9,13.8,13.5,7.4,1
Bull Creek,3/09/2021,4.4,16.1,15.9,3.4,1
Bull Creek,4/09/2021,3,19.1,19,,
Bull Creek,5/09/2021,4.5,22.1,19.1,0,
Bull Creek,6/09/2021,7,24.3,19.3,0,
Bull Creek,7/09/2021,6.2,29,19.5,0,
Bull Creek,8/09/2021,11.7,23.9,19.4,0,
Bull Creek,9/09/2021,11.5,15.2,5.9,,
Bull Creek,10/09/2021,5.7,18.6,14,,
Bull Creek,11/09/2021,9.1,18.5,18.3,,
Bull Creek,12/09/2021,4.1,18.1,20.1,0,
Bull Creek,13/09/2021,6.2,20,20.5,0,
Bull Creek,14/09/2021,5.9,21.7,20.7,0,
Bull Creek,15/09/2021,5.3,20.9,16.6,0,
Bull Creek,16/09/2021,11.1,16.8,16.4,20.6,1
Bull Creek,17/09/2021,5.4,17.2,18.5,3.6,1
Bull Creek,18/09/2021,7.6,20.3,17.6,0,
Bull Creek,19/09/2021,10.7,20.1,16.2,5.4,1
Bull Creek,20/09/2021,10,21.7,21.7,0,
Bull Creek,21/09/2021,12.6,26.3,21.9,0,
Bull Creek,22/09/2021,6.4,,22.1,0,
Bull Creek,23/09/2021,5.7,23.7,22.2,,
Bull Creek,24/09/2021,11.8,20.9,22.2,0,
Bull Creek,25/09/2021,10.4,22.9,19.6,0,
Bull Creek,26/09/2021,8.7,20.6,16.8,0.6,1
Bull Creek,27/09/2021,9.4,21,14.9,2.6,1
Bull Creek,28/09/2021,11.2,22.3,21.9,0.2,1
Bull Creek,29/09/2021,14.6,25.1,19.1,0,
Bull Creek,30/09/2021,12.5,23.2,16.6,1.4,1
Bull Creek,1/10/2021,14.5,19.8,6.7,29,1
Bull Creek,2/10/2021,8.7,19.8,14.5,13.4,1
Bull Creek,3/10/2021,12.6,18.7,18.8,9.6,1
Bull Creek,4/10/2021,4.4,20.1,18.6,0,
Bull Creek,5/10/2021,10.1,18,19,3.4,1
Bull Creek,6/10/2021,2.4,18,24.4,0,
Bull Creek,7/10/2021,3.4,19.9,23,0,
Bull Creek,8/10/2021,12,19.6,19.9,1,1
Bull Creek,9/10/2021,5.9,19.9,22,0,
Bull Creek,10/10/2021,6.8,22.4,23.5,0,
Bull Creek,11/10/2021,11.6,21.3,13.3,0,
Bull Creek,12/10/2021,7.4,18.1,20.1,4.8,1
Bull Creek,13/10/2021,4.6,21,25.4,0,
Bull Creek,14/10/2021,9.9,23.9,24.7,0,
Bull Creek,15/10/2021,13,32.7,24.6,0,
Bull Creek,16/10/2021,14.4,22.2,17.8,0,
Bull Creek,17/10/2021,16.1,21.9,17.8,0,
Bull Creek,18/10/2021,6.3,24,25.6,0,
Bull Creek,19/10/2021,14.4,21.6,14.5,11.6,1
Bull Creek,20/10/2021,13.4,19.8,12.3,6.2,1
Bull Creek,21/10/2021,14.4,20.3,19.7,1.8,1
Bull Creek,22/10/2021,10.9,21.7,23.9,0.4,1
Bull Creek,23/10/2021,8.3,25,26.2,0,
Bull Creek,24/10/2021,9.7,28.7,23.7,0,
Bull Creek,25/10/2021,13.8,16.9,15,3,1
Bull Creek,26/10/2021,7.8,17.7,18.7,3.4,1
Bull Creek,27/10/2021,10.1,18.2,22.6,37.2,1
Bull Creek,28/10/2021,5.3,19.2,25.2,1,1
Bull Creek,29/10/2021,8.7,21.2,23.8,0,
Bull Creek,30/10/2021,10.1,24.3,28.1,0,
Bull Creek,31/10/2021,7.9,23.1,27.6,0,
Bull Creek,1/11/2021,12.3,19.4,23.2,0.4,1
Bull Creek,2/11/2021,13.5,19.9,20.4,0,
Bull Creek,3/11/2021,8.3,21.7,25.2,0,
Bull Creek,4/11/2021,8.5,23.3,28.7,0,
Bull Creek,5/11/2021,12.6,22.1,22.6,0,
Bull Creek,6/11/2021,11.5,22.3,24.9,0,
Bull Creek,7/11/2021,9.5,25.6,29.1,0,
Bull Creek,8/11/2021,12.5,27.6,27.2,0,
Bull Creek,9/11/2021,13.3,21,13.7,3.8,1
Bull Creek,10/11/2021,10.5,21.3,29,0,
Bull Creek,11/11/2021,7.6,24.9,29.5,0,
Bull Creek,12/11/2021,13,26.7,27.5,0,
Bull Creek,13/11/2021,11.7,29.9,29.8,0,
Bull Creek,14/11/2021,13.3,32.4,28.6,0,
Bull Creek,15/11/2021,10.5,26.1,28.8,0,
Bull Creek,16/11/2021,14.1,24.4,24.6,0,
Bull Creek,17/11/2021,11.1,26.2,25.2,0,
Bull Creek,18/11/2021,14.9,21.7,10.5,0,
Bull Creek,19/11/2021,13.8,23.7,22.4,0,
Bull Creek,20/11/2021,12.8,29.3,28.3,0,
Bull Creek,21/11/2021,13.5,33,24,0,
Bull Creek,22/11/2021,16.4,23.1,27,1.4,1
Bull Creek,23/11/2021,9,24.6,30.8,0,
Bull Creek,24/11/2021,11.1,28.6,30.7,0,
Bull Creek,25/11/2021,14.7,33.1,30.9,0,
Bull Creek,26/11/2021,16,34.4,31,0,
Bull Creek,27/11/2021,17.7,37.3,29.5,0,
Bull Creek,28/11/2021,13.5,33.6,30.8,0,
Bull Creek,29/11/2021,15,25.6,29.6,0,
Bull Creek,30/11/2021,14.9,24.2,30.2,0,
Bull Creek,1/12/2021,11.6,24.8,31.3,0,
Bull Creek,2/12/2021,12.8,28.8,31.2,0,
Bull Creek,3/12/2021,14.4,31.7,31.4,0,
Bull Creek,4/12/2021,15.8,33.2,31.4,0,
Bull Creek,5/12/2021,18.3,32.6,31.4,0,
Bull Creek,6/12/2021,15.7,33.9,31.5,0,
Bull Creek,7/12/2021,15.3,34.9,31.6,0,
Bull Creek,8/12/2021,22.1,40.2,29.6,0,
Bull Creek,9/12/2021,26.5,36,29.9,0.6,1
Bull Creek,10/12/2021,19.4,24.8,24.8,0,
Bull Creek,11/12/2021,17.5,24.8,22.1,0,
Bull Creek,12/12/2021,14.2,25.2,26.6,0,
Bull Creek,13/12/2021,13.5,25.3,31.6,0,
Bull Creek,14/12/2021,11.2,24.5,28.8,0,
Bull Creek,15/12/2021,11.3,27.5,31.8,0,
Bull Creek,16/12/2021,11.3,23.6,24.8,0,
Bull Creek,17/12/2021,16.4,23.1,24.4,1.8,1
Bull Creek,18/12/2021,16.3,24.4,23,0,
Bull Creek,19/12/2021,8.7,26,31.9,0,
Bull Creek,20/12/2021,8.8,31.7,31.8,0,
Bull Creek,21/12/2021,17,29.5,26.2,0,
Bull Creek,22/12/2021,14.6,31.4,31.9,0.2,1
Bull Creek,23/12/2021,18.3,33.9,31.8,0,
Bull Creek,24/12/2021,20.7,38.3,31.8,0,
Bull Creek,25/12/2021,20.7,43.3,31.7,0,
Bull Creek,26/12/2021,26.2,43.3,30.8,0,
Bull Creek,27/12/2021,26.4,40,26.6,0,
Bull Creek,28/12/2021,20.8,40.5,31.6,0,
Bull Creek,29/12/2021,18.5,38.4,31.4,0,
Bull Creek,30/12/2021,17.4,32.7,31.5,0,
Bull Creek,31/12/2021,19.1,32.6,30.2,0,
Bull Creek,1/01/2022,17.5,28.3,31.6,0,
Bull Creek,2/01/2022,16.5,32.5,31.5,0,
Bull Creek,3/01/2022,17.5,32.1,31.5,0,
Bull Creek,4/01/2022,17.8,35.9,31.3,0,
Bull Creek,5/01/2022,18.3,35.8,31.4,0,
Bull Creek,6/01/2022,17,34.6,31.3,0,
Bull Creek,7/01/2022,20.3,38.6,31.2,0,
Bull Creek,8/01/2022,21.2,31.9,31.2,0,
Bull Creek,9/01/2022,14.8,25.4,30.1,0,
Bull Creek,10/01/2022,15.5,29.1,26.7,0,
Bull Creek,11/01/2022,16.8,34.3,29.5,0,
Bull Creek,12/01/2022,20.8,33.5,31,0,
Bull Creek,13/01/2022,20.1,27.5,23.7,0,
Bull Creek,14/01/2022,17.2,29.6,30.9,0,
Bull Creek,15/01/2022,14.8,27.7,30.9,,
Bull Creek,16/01/2022,15.9,30.7,30.7,0,
Bull Creek,17/01/2022,15.8,32.4,30.6,0,
Bull Creek,18/01/2022,21.6,41.2,29.5,0,
Bull Creek,19/01/2022,26.7,41.4,30.1,0,
Bull Creek,20/01/2022,21.2,40.2,30.2,0,
Bull Creek,21/01/2022,22.3,41.3,30.2,0,
Bull Creek,22/01/2022,22.5,40.6,30.1,0,
Bull Creek,23/01/2022,21,39.1,30,0,
Bull Creek,24/01/2022,19.9,32.1,29.7,0,
Bull Creek,25/01/2022,15.2,29.6,21,0,
Bull Creek,26/01/2022,15.2,28.8,29.7,0,
Bull Creek,27/01/2022,17.7,30,29.5,0,
Bull Creek,28/01/2022,15.8,35.5,29.5,0,
Bull Creek,29/01/2022,22.2,39,29.3,0,
Bull Creek,30/01/2022,18.6,34.3,29.2,0,
Bull Creek,31/01/2022,18.4,31.4,29.1,0,
Bull Creek,1/02/2022,16.6,30.9,28.7,0,
Bull Creek,2/02/2022,17.3,33.9,28.6,0,
Bull Creek,3/02/2022,22.7,38.8,28.8,0,
Bull Creek,4/02/2022,25.7,40.4,28.5,0,
Bull Creek,5/02/2022,17.2,42.3,28.6,0,
Bull Creek,6/02/2022,17.5,27.9,19.1,0,
