Asset,Date,Min temperature,Max temperature,Solar exposure,Rainfall ,Raining period
Baldivis,1/01/2021,19.9,30,30.7,0,
Baldivis,2/01/2021,19.5,32.6,30.2,0,
Baldivis,3/01/2021,18,32,24.3,0,
Baldivis,4/01/2021,17.3,32.7,30.9,0,
Baldivis,5/01/2021,18.2,34.2,30.8,0,
Baldivis,6/01/2021,20.2,35.6,30.7,0,
Baldivis,7/01/2021,20.3,36.2,29.7,0,
Baldivis,8/01/2021,17.7,39.5,30.5,0,
Baldivis,9/01/2021,22.5,29.4,25.7,0,
Baldivis,10/01/2021,21.1,23.9,26.3,0,
Baldivis,11/01/2021,17.3,25.6,30.4,0,
Baldivis,12/01/2021,18.1,23.9,27,0,
Baldivis,13/01/2021,16.7,29.7,29.9,0,
Baldivis,14/01/2021,16.6,34.1,30,0,
Baldivis,15/01/2021,17.2,33.3,30,0,
Baldivis,16/01/2021,18.4,33.2,29.9,0,
Baldivis,17/01/2021,20.1,36.9,29.8,0,
Baldivis,18/01/2021,24.3,35.2,27.5,0,
Baldivis,19/01/2021,23.6,29.4,25.7,0,
Baldivis,20/01/2021,22.4,27.4,27.5,0,
Baldivis,21/01/2021,22,27.8,29.6,0,
Baldivis,22/01/2021,20.7,28.8,29.4,0,
Baldivis,23/01/2021,19.1,24.2,28.8,0,
Baldivis,24/01/2021,18,26.3,23.4,0,
Baldivis,25/01/2021,18.7,25,28.5,0,
Baldivis,26/01/2021,17.3,23.8,27.4,0,
Baldivis,27/01/2021,17.2,23,24.5,0,
Baldivis,28/01/2021,16,28.2,28.9,0,
Baldivis,29/01/2021,18.7,34.4,28.8,0,
Baldivis,30/01/2021,19.2,34.7,28.6,0,
Baldivis,31/01/2021,19.7,30.7,28.5,0,
Baldivis,1/02/2021,20.2,36.8,28.6,0,
Baldivis,2/02/2021,22.3,33.8,24.3,0,
Baldivis,3/02/2021,19.1,27.7,27.5,0,
Baldivis,4/02/2021,15.3,27.9,28.3,0,
Baldivis,5/02/2021,15.6,28.7,25.8,0,
Baldivis,6/02/2021,17.9,19.4,0.8,0,
Baldivis,7/02/2021,16.5,21.6,3.9,35.4,1
Baldivis,8/02/2021,17.1,22.7,21.9,15.4,1
Baldivis,9/02/2021,16.5,24.7,23.1,0.6,1
Baldivis,10/02/2021,16.9,20.7,25.4,1.4,1
Baldivis,11/02/2021,15.2,21.1,27.7,0,
Baldivis,12/02/2021,14.8,25.1,27.7,0,
Baldivis,13/02/2021,17.3,28.1,27.5,0,
Baldivis,14/02/2021,21.6,34.9,18.6,0,
Baldivis,15/02/2021,20.1,27.4,26.1,0,
Baldivis,16/02/2021,21.6,23.7,26.8,0,
Baldivis,17/02/2021,20.7,24.1,23.3,0,
Baldivis,18/02/2021,18.3,21,23.9,0,
Baldivis,19/02/2021,14,21.2,26.6,0,
Baldivis,20/02/2021,17.3,23.7,26.5,0,
Baldivis,21/02/2021,18.7,25.5,26.4,0,
Baldivis,22/02/2021,18.9,31.7,26.1,0,
Baldivis,23/02/2021,21.9,33,26,0,
Baldivis,24/02/2021,21.1,25.6,25.9,0,
Baldivis,25/02/2021,18.7,24,25.5,0,
Baldivis,26/02/2021,19.6,28,22.7,0,
Baldivis,27/02/2021,17.6,28.4,24.5,0,
Baldivis,28/02/2021,19.3,28.9,18.6,0,
Baldivis,1/03/2021,16.9,21.8,2.7,0,
Baldivis,2/03/2021,17.1,31.2,22.8,,
Baldivis,3/03/2021,20.7,26.9,8.2,19,2
Baldivis,4/03/2021,21.2,26,13.1,7.6,1
Baldivis,5/03/2021,21.6,25.4,15.7,2,1
Baldivis,6/03/2021,21.2,24.2,14,0,
Baldivis,7/03/2021,19.7,27.1,23.6,0,
Baldivis,8/03/2021,20.3,29.8,15.8,0,
Baldivis,9/03/2021,21.6,34,22.9,0,
Baldivis,10/03/2021,24.4,27.7,12.3,0,
Baldivis,11/03/2021,22.1,25.4,11.6,0,
Baldivis,12/03/2021,20.2,24.7,15.1,0,
Baldivis,13/03/2021,15.2,26.2,23.2,0,
Baldivis,14/03/2021,15.1,28.3,23,0,
Baldivis,15/03/2021,18.9,29.8,20.6,0,
Baldivis,16/03/2021,21,33.7,18.7,0,
Baldivis,17/03/2021,17.8,24.5,22.4,0,
Baldivis,18/03/2021,20.5,28.3,22.2,0,
Baldivis,19/03/2021,21,36.9,18.7,0,
Baldivis,20/03/2021,16.4,35.3,20.1,0,
Baldivis,21/03/2021,18,32.8,21.7,0,
Baldivis,22/03/2021,20.7,22.6,17,0,
Baldivis,23/03/2021,14.3,21.4,20.1,0,
Baldivis,24/03/2021,14,21.9,21.1,0,
Baldivis,25/03/2021,15.2,22.1,20.9,0,
Baldivis,26/03/2021,15.1,25.1,20,0,
Baldivis,27/03/2021,16.5,23.3,20.5,0,
Baldivis,28/03/2021,12.4,24.8,20.3,0,
Baldivis,29/03/2021,20.1,27.4,20.1,0,
Baldivis,30/03/2021,20.7,26.6,19.7,0,
Baldivis,31/03/2021,19.6,24.4,4.1,,
Baldivis,1/04/2021,20.8,31.7,17.8,1.6,2
Baldivis,2/04/2021,21.1,24.9,19,0,
Baldivis,3/04/2021,19.1,25,15,0,
Baldivis,4/04/2021,19.1,31.2,15.6,0,
Baldivis,5/04/2021,15.1,25.6,16.6,0,
Baldivis,6/04/2021,15.1,26.2,16.4,0,
Baldivis,7/04/2021,19.4,24.4,8.7,0,
Baldivis,8/04/2021,16.6,24.1,18,0,
Baldivis,9/04/2021,16.4,26.9,16.1,0,
Baldivis,10/04/2021,17.6,28.3,17.4,0,
Baldivis,11/04/2021,16,21.6,5.5,28.8,1
Baldivis,12/04/2021,16.2,21.3,11,10,1
Baldivis,13/04/2021,13,19.7,15.4,0,
Baldivis,14/04/2021,12.2,21,16.6,0,
Baldivis,15/04/2021,13.8,21.8,17.2,0,
Baldivis,16/04/2021,14,26,14.6,0,
Baldivis,17/04/2021,14.8,24.4,16.2,0,
Baldivis,18/04/2021,14.6,26.9,16.7,0,
Baldivis,19/04/2021,16.3,20.8,13.5,0,
Baldivis,20/04/2021,15.6,23.2,14.3,0,
Baldivis,21/04/2021,14.9,22.3,16.2,0,
Baldivis,22/04/2021,15,23.7,12.4,0,
Baldivis,23/04/2021,16.5,24,13.8,0,
Baldivis,24/04/2021,17.2,26.8,14.5,0,
Baldivis,25/04/2021,14,23.3,15.4,0,
Baldivis,26/04/2021,13.6,27.7,13.2,0,
Baldivis,27/04/2021,14.8,26.6,14.7,0,
Baldivis,28/04/2021,13.6,23.7,14.5,0,
Baldivis,29/04/2021,17,25.6,10.1,0,
Baldivis,30/04/2021,14.4,19.4,15,13.8,1
Baldivis,1/05/2021,13.8,21.6,14.3,0,
Baldivis,2/05/2021,12.2,22.5,14.4,0,
Baldivis,3/05/2021,14.5,25.5,14.6,0,
Baldivis,4/05/2021,18.1,25,9.2,,
Baldivis,5/05/2021,16,22.3,12.2,22.4,2
Baldivis,6/05/2021,17.3,23.8,9.6,,
Baldivis,7/05/2021,14.3,20.2,13.7,19,2
Baldivis,8/05/2021,12.9,20.9,12.2,0,
Baldivis,9/05/2021,14.8,21.7,9.7,0,
Baldivis,10/05/2021,12.1,24.2,13.8,0,
Baldivis,11/05/2021,16.1,26.2,13.1,0,
Baldivis,12/05/2021,16.6,22.5,11.2,0,
Baldivis,13/05/2021,13,21.6,12.1,0,
Baldivis,14/05/2021,14.8,19.5,5.9,0,
Baldivis,15/05/2021,16.7,20.8,5.7,0,
Baldivis,16/05/2021,17.9,25.1,7.6,0,
Baldivis,17/05/2021,18.9,24.5,11.8,0,
Baldivis,18/05/2021,16.5,23.7,11.1,0,
Baldivis,19/05/2021,16.4,21.4,12.2,0,
Baldivis,20/05/2021,13.1,21.3,12.9,0,
Baldivis,21/05/2021,12.1,21.8,12.7,0,
Baldivis,22/05/2021,16.9,20.4,4.2,0,
Baldivis,23/05/2021,12.5,19,7,13.6,1
Baldivis,24/05/2021,9.8,16.3,8,10,1
Baldivis,25/05/2021,11,18.8,12.4,2,1
Baldivis,26/05/2021,10.8,20.1,11.1,0,
Baldivis,27/05/2021,13.6,23.4,11,0,
Baldivis,28/05/2021,16.9,25.1,9.1,0,
Baldivis,29/05/2021,16.1,20.9,8.5,19.2,1
Baldivis,30/05/2021,12,17.7,10.3,16.2,1
Baldivis,31/05/2021,14.6,17.5,11.4,0.4,1
Baldivis,1/06/2021,12.1,17.8,12,0,
Baldivis,2/06/2021,10,19.5,11.6,0,
Baldivis,3/06/2021,10.2,20,11.4,0,
Baldivis,4/06/2021,11.3,19.8,11.9,0,
Baldivis,5/06/2021,12.5,20.5,11.9,0,
Baldivis,6/06/2021,14.3,21.3,10,0,
Baldivis,7/06/2021,12.3,17.5,11.4,5,1
Baldivis,8/06/2021,10.8,17.1,9.6,0,
Baldivis,9/06/2021,12.2,20.1,4.3,0,
Baldivis,10/06/2021,12,21,8.6,11,1
Baldivis,11/06/2021,14.4,19.3,7,0,
Baldivis,12/06/2021,13.3,19.6,11.5,0,
Baldivis,13/06/2021,11.9,19,11.3,,
Baldivis,14/06/2021,13.3,18.2,8.6,7.8,2
Baldivis,15/06/2021,8.6,17,8.1,,
Baldivis,16/06/2021,10.6,17.8,10.4,4.4,2
Baldivis,17/06/2021,9.8,18.2,11.6,0,
Baldivis,18/06/2021,8.5,18.4,11.6,0,
Baldivis,19/06/2021,7.7,19,8.8,0,
Baldivis,20/06/2021,12.1,15.9,7,,
Baldivis,21/06/2021,9.9,14.5,10.2,48,2
Baldivis,22/06/2021,8.9,16.5,10.8,0.4,1
Baldivis,23/06/2021,9.8,16.4,11.5,0,
Baldivis,24/06/2021,8.5,16.8,11.7,0,
Baldivis,25/06/2021,9.8,17.6,11.7,0,
Baldivis,26/06/2021,9.8,19.8,11.7,0,
Baldivis,27/06/2021,12.1,18.2,7.3,0,
Baldivis,28/06/2021,13,19,10,,
Baldivis,29/06/2021,13.8,17,11,18,2
Baldivis,30/06/2021,11.1,17.3,7.5,0.8,1
Baldivis,1/07/2021,12.7,17.7,9.5,,
Baldivis,2/07/2021,10.9,17.8,7.9,2.8,2
Baldivis,3/07/2021,8.7,20.5,11.3,0,
Baldivis,4/07/2021,13.1,18.5,4.1,,
Baldivis,5/07/2021,13.5,17.3,9.4,27.6,2
Baldivis,6/07/2021,13.5,18.9,9.6,9.2,1
Baldivis,7/07/2021,13.3,17.6,11.2,15,1
Baldivis,8/07/2021,14.1,18.5,10.8,,
Baldivis,9/07/2021,14.4,17.4,4.7,,
Baldivis,10/07/2021,10.5,16.9,11.4,,
Baldivis,11/07/2021,11.4,18.5,12.1,,
Baldivis,12/07/2021,13.8,20.2,9.7,70.8,5
Baldivis,13/07/2021,14.9,18.8,7.9,9,1
Baldivis,14/07/2021,14.3,17.3,10.5,,
Baldivis,15/07/2021,14,17.2,11.1,14,2
Baldivis,16/07/2021,13.9,18,8.1,,
Baldivis,17/07/2021,12.8,17.9,10.8,5.8,2
Baldivis,18/07/2021,12.6,18.2,9.1,10.4,1
Baldivis,19/07/2021,13.3,17.7,7,,
Baldivis,20/07/2021,13.1,15.4,3.8,,
Baldivis,21/07/2021,12.9,17.3,9.4,34.6,3
Baldivis,22/07/2021,8.9,17,11.5,0,
Baldivis,23/07/2021,11.7,18.1,9.5,,
Baldivis,24/07/2021,13.5,18,8.5,3.2,2
Baldivis,25/07/2021,15.3,19.5,10.5,0,
Baldivis,26/07/2021,17.3,19.6,5.9,0.5,1
Baldivis,27/07/2021,12.9,16.4,8.5,38.8,1
Baldivis,28/07/2021,12.1,18.5,8.8,10,1
Baldivis,29/07/2021,12.7,19.6,11.4,10,1
Baldivis,30/07/2021,12.6,15.9,9.9,6.2,1
Baldivis,31/07/2021,9.2,16.6,11.3,11,1
Baldivis,1/08/2021,10.9,14.8,10.2,9,1
Baldivis,2/08/2021,6,16.2,9.7,1,1
Baldivis,3/08/2021,9.6,17.3,11.5,0,
Baldivis,4/08/2021,7,16.7,14.4,0,
Baldivis,5/08/2021,7.4,19.6,14.5,0,
Baldivis,6/08/2021,8.9,20.9,14.6,0,
Baldivis,7/08/2021,12.4,19,6,0,
Baldivis,8/08/2021,13.9,19.8,10,2.4,1
Baldivis,9/08/2021,14.8,18.6,10.8,12,1
Baldivis,10/08/2021,11,14.6,8.9,13.6,1
Baldivis,11/08/2021,9.8,17.8,11.9,2.8,1
Baldivis,12/08/2021,11,15.7,9.5,9.2,1
Baldivis,13/08/2021,7.9,19.2,15.5,0,
Baldivis,14/08/2021,7.1,17.6,15.1,0,
Baldivis,15/08/2021,10.6,22.1,15.8,0,
Baldivis,16/08/2021,13.3,24.4,15.9,0,
Baldivis,17/08/2021,14.2,21.3,14.6,0,
Baldivis,18/08/2021,12.3,19,15.9,0,
Baldivis,19/08/2021,11.8,19,11.5,0,
Baldivis,20/08/2021,13.1,18,12.4,4.4,1
Baldivis,21/08/2021,14.4,18,10.9,,
Baldivis,22/08/2021,13.3,16.1,12.8,9.4,2
Baldivis,23/08/2021,9.1,18.4,16.7,0,
Baldivis,24/08/2021,9.7,20.9,17,0,
Baldivis,25/08/2021,13,21.4,17.2,,
Baldivis,26/08/2021,14.8,18.3,12.1,,
Baldivis,27/08/2021,13.8,16.2,12.9,5.8,3
Baldivis,28/08/2021,10,17.3,12.4,0,
Baldivis,29/08/2021,13.2,19.3,11.9,,
Baldivis,30/08/2021,14.4,18.2,9.5,13,2
Baldivis,31/08/2021,15.1,19.3,13.9,,
Baldivis,1/09/2021,15.2,18.1,7.5,7.2,2
Baldivis,2/09/2021,8.6,13.6,13.5,7.2,1
Baldivis,3/09/2021,7.5,15.4,16.3,0,
Baldivis,4/09/2021,7,17.8,18.2,0,
Baldivis,5/09/2021,8.6,20.8,19,0,
Baldivis,6/09/2021,11.2,24.6,19.1,0,
Baldivis,7/09/2021,12.2,26.6,19.3,0,
Baldivis,8/09/2021,14.5,22,18.6,0,
Baldivis,9/09/2021,12.1,15.6,6.5,13.4,1
Baldivis,10/09/2021,9.4,17.7,14.1,11,1
Baldivis,11/09/2021,11.8,16.1,18,7,1
Baldivis,12/09/2021,8.8,17.3,19.9,0,
Baldivis,13/09/2021,8.2,18.1,20.3,0,
Baldivis,14/09/2021,7.7,18.5,20.5,0,
Baldivis,15/09/2021,9.7,19.8,15,0,
Baldivis,16/09/2021,12,15.9,15.1,,
Baldivis,17/09/2021,8.2,17.3,19,17,2
Baldivis,18/09/2021,11.3,19.3,14.2,5.4,1
Baldivis,19/09/2021,12.6,18.4,17,0,
Baldivis,20/09/2021,10.6,21.6,21.5,0,
Baldivis,21/09/2021,14.2,25,21.7,0,
Baldivis,22/09/2021,6.2,23.1,21.9,0,
Baldivis,23/09/2021,12.3,18.6,22,0,
Baldivis,24/09/2021,12.1,20.4,21.2,0,
Baldivis,25/09/2021,11,23.1,17.4,0,
Baldivis,26/09/2021,9.4,19.9,18.8,0,
Baldivis,27/09/2021,13.5,18.6,12.6,,
Baldivis,28/09/2021,12.9,21,18.6,,
Baldivis,29/09/2021,15.8,22.5,16.2,,
Baldivis,30/09/2021,15.7,22,16.8,8.8,4
Baldivis,1/10/2021,16.3,19.2,12,13,1
Baldivis,2/10/2021,13.1,18.9,16.8,5.6,1
Baldivis,3/10/2021,14,16.9,18.6,6.4,1
Baldivis,4/10/2021,9.9,19.9,16.4,,
Baldivis,5/10/2021,12.4,16.2,19.8,4.4,2
Baldivis,6/10/2021,8.2,17.1,24,,
Baldivis,7/10/2021,9,19.5,19.8,,
Baldivis,8/10/2021,13.5,17.6,19.9,,
Baldivis,9/10/2021,11.6,17.4,21,,
Baldivis,10/10/2021,10.3,21.5,22.9,,
Baldivis,11/10/2021,14.2,19.8,13.9,,
Baldivis,12/10/2021,9.8,16.1,19.9,8.4,7
Baldivis,13/10/2021,10.4,16.8,24.5,0,
Baldivis,14/10/2021,11.4,22.2,23.5,0,
Baldivis,15/10/2021,13.3,31.9,24.8,0,
Baldivis,16/10/2021,15,21.5,18.3,0,
Baldivis,17/10/2021,17.2,21.1,17.5,0,
Baldivis,18/10/2021,10.2,22.4,25.6,0,
Baldivis,19/10/2021,14.9,20.1,13.4,9.4,1
Baldivis,20/10/2021,14.8,18.6,15.5,,
Baldivis,21/10/2021,15.2,19.5,16,9.4,2
Baldivis,22/10/2021,12.6,19.1,25.8,0,
Baldivis,23/10/2021,12.2,20.9,26.1,0,
Baldivis,24/10/2021,15.2,23.4,22,0,
Baldivis,25/10/2021,14.2,16.4,13,6.2,1
Baldivis,26/10/2021,9.2,16.8,19.1,,
Baldivis,27/10/2021,10.3,17,23.5,32.4,2
Baldivis,28/10/2021,11.2,16.9,24.2,0,
Baldivis,29/10/2021,10.7,19,25,0,
Baldivis,30/10/2021,10.9,22.2,27.9,0,
Baldivis,31/10/2021,14,18.5,26.7,0,
Baldivis,1/11/2021,14.6,17.7,21.7,1.8,1
Baldivis,2/11/2021,14.1,19.6,21.6,0,
Baldivis,3/11/2021,13.1,20.2,22.1,0,
Baldivis,4/11/2021,13.5,18.5,28,0,
Baldivis,5/11/2021,14.5,19.6,23.3,0,
Baldivis,6/11/2021,13.1,19.7,24.4,0,
Baldivis,7/11/2021,12,18.9,28.5,0,
Baldivis,8/11/2021,13.9,23.4,25.9,0,
Baldivis,9/11/2021,13,21.8,16.6,0.4,1
Baldivis,10/11/2021,11.7,18.6,28.7,0,
Baldivis,11/11/2021,13,20,29.2,0,
Baldivis,12/11/2021,13.4,24.4,26.9,0,
Baldivis,13/11/2021,12.9,26.1,29.5,0,
Baldivis,14/11/2021,14.4,30.3,27.2,0,
Baldivis,15/11/2021,14.6,24.3,29.3,0,
Baldivis,16/11/2021,17,23.2,25.2,0,
Baldivis,17/11/2021,15.3,24.1,25.9,0,
Baldivis,18/11/2021,15.3,20.4,10.2,0,
Baldivis,19/11/2021,14.5,22.6,19.8,0,
Baldivis,20/11/2021,14,27,27.2,0,
Baldivis,21/11/2021,18.5,28,23,0,
Baldivis,22/11/2021,16.8,20,25,3.4,1
Baldivis,23/11/2021,13.6,22.1,30.3,0,
Baldivis,24/11/2021,15.1,24.3,30.3,0,
Baldivis,25/11/2021,16.8,29.1,30.5,0,
Baldivis,26/11/2021,18.2,30.3,30.4,0,
Baldivis,27/11/2021,18,33.6,28.3,0,
Baldivis,28/11/2021,15.5,27.8,29.6,0,
Baldivis,29/11/2021,17.7,21.9,29.9,0,
Baldivis,30/11/2021,15.5,19.6,29.9,0,
Baldivis,1/12/2021,14.8,20.4,30.8,0,
Baldivis,2/12/2021,14.1,21.3,30.2,0,
Baldivis,3/12/2021,14.8,27.5,30.8,0,
Baldivis,4/12/2021,16.1,25.9,30.8,0,
Baldivis,5/12/2021,18.7,23.2,30.9,0,
Baldivis,6/12/2021,16.3,29.5,30.9,0,
Baldivis,7/12/2021,15.6,34.1,30.8,0,
Baldivis,8/12/2021,22.2,38.5,29.3,0,
Baldivis,9/12/2021,18.6,32.9,28.1,0,
Baldivis,10/12/2021,,23.9,22.8,0,
Baldivis,11/12/2021,19,23.1,16.8,0,
Baldivis,12/12/2021,16.8,20.6,27.4,0,
Baldivis,13/12/2021,13.6,20.7,29.1,0,
Baldivis,14/12/2021,14.2,21.2,26.5,0,
Baldivis,15/12/2021,14.8,22.1,30.9,0,
Baldivis,16/12/2021,16.8,22.5,23.9,,
Baldivis,17/12/2021,17.1,22.6,21.5,1,2
Baldivis,18/12/2021,17.9,23.2,21.7,0.5,1
Baldivis,19/12/2021,13.6,21.2,31.1,0,
Baldivis,20/12/2021,17.3,22.8,31.1,0,
Baldivis,21/12/2021,19.2,23.4,22.8,0,
Baldivis,22/12/2021,17.9,24.7,30.9,0,
Baldivis,23/12/2021,19.5,26.1,30,0,
Baldivis,24/12/2021,20.5,29.8,30.9,0,
Baldivis,25/12/2021,21.7,40.2,30.8,0,
Baldivis,26/12/2021,25.4,42.5,28.6,0,
Baldivis,27/12/2021,25.5,39.7,22,0,
Baldivis,28/12/2021,23.1,33.7,30.7,0,
Baldivis,29/12/2021,20.7,33.8,30,0,
Baldivis,30/12/2021,19.7,25.1,30.7,0,
Baldivis,31/12/2021,20.1,24.6,28.6,0,
Baldivis,1/01/2022,17.3,23.7,31,0,
Baldivis,2/01/2022,17.1,26.1,30.9,0,
Baldivis,3/01/2022,19,24.7,31,0,
Baldivis,4/01/2022,18.6,30.7,30.7,0,
Baldivis,5/01/2022,18.8,31.2,30.7,0,
Baldivis,6/01/2022,21.4,27.7,30.8,0,
Baldivis,7/01/2022,20.5,31.5,30.6,0,
Baldivis,8/01/2022,22.2,26.7,30.6,0,
Baldivis,9/01/2022,17.2,22.9,29.8,0,
Baldivis,10/01/2022,16.4,26.9,25.6,0,
Baldivis,11/01/2022,17.6,29.6,27.2,0,
Baldivis,12/01/2022,21.9,26.8,30.2,0,
Baldivis,13/01/2022,20.4,23.9,26.4,0,
Baldivis,14/01/2022,20.5,23.7,30.2,0,
Baldivis,15/01/2022,19,23.2,30.1,0,
Baldivis,16/01/2022,17.8,23.9,30,0,
Baldivis,17/01/2022,16.1,31.7,29.7,0,
Baldivis,18/01/2022,21.7,38.8,28.8,0,
Baldivis,19/01/2022,26.6,39.3,29.5,0,
Baldivis,20/01/2022,20.6,36.2,29.5,0,
Baldivis,21/01/2022,23.1,38.1,29.3,0,
Baldivis,22/01/2022,20.6,35.2,29.2,0,
Baldivis,23/01/2022,20.3,31.3,29.2,0,
Baldivis,24/01/2022,20.5,29.5,29.1,0,
Baldivis,25/01/2022,17.1,28.4,20.9,0,
Baldivis,26/01/2022,17.4,24.3,28.9,0,
Baldivis,27/01/2022,18.6,24.7,28.4,0,
Baldivis,28/01/2022,16.8,30.5,28.7,0,
Baldivis,29/01/2022,22.8,36.2,28.5,0,
Baldivis,30/01/2022,23.1,26.1,28.4,0,
Baldivis,31/01/2022,19.7,31.3,26.9,0,
Baldivis,1/02/2022,16.9,31,28.5,0,
Baldivis,2/02/2022,18.1,34.1,28.2,0,
Baldivis,3/02/2022,23.1,35.9,28.4,0,
Baldivis,4/02/2022,25.3,34.3,23.9,0,
Baldivis,5/02/2022,18.6,37.1,28.2,0,
Baldivis,6/02/2022,21.5,25.4,13.6,0,
Baldivis,7/02/2022,16.9,22.4,22.2,0,
Baldivis,8/02/2022,17.6,24.7,21.3,0,
Baldivis,9/02/2022,17.4,25.8,27.9,0,
Baldivis,10/02/2022,19.8,32.1,27.7,0,
Baldivis,11/02/2022,22.3,26.5,26.3,0,
Baldivis,12/02/2022,20.4,25.2,27.1,0,
Baldivis,13/02/2022,18.1,29.2,27.2,0,
Baldivis,14/02/2022,21.1,30.5,25.8,0,
Baldivis,15/02/2022,22.5,32.3,26.6,0,
Baldivis,16/02/2022,24.4,29.7,26.6,0,
Baldivis,17/02/2022,20.6,33.6,26.4,0,
Baldivis,18/02/2022,22.2,37.2,26.2,0,
Baldivis,19/02/2022,23.7,29.5,26.2,0,
Baldivis,20/02/2022,21,28.8,25.9,0,
Baldivis,21/02/2022,19.1,27.5,25.8,0,
Baldivis,22/02/2022,22.3,25.6,25.7,0,
Baldivis,23/02/2022,21,30.7,24,0,
Baldivis,24/02/2022,18.9,30.2,25,0,
Baldivis,25/02/2022,20.7,25.9,25.1,0,
Baldivis,26/02/2022,20.7,28.2,24.9,0,
Baldivis,27/02/2022,19.1,30.8,24.5,0,
Baldivis,28/02/2022,21.5,29,23.7,0,
Baldivis,1/03/2022,21.8,26,20.5,0,
Baldivis,2/03/2022,16.1,21.8,16.6,3.4,1
Baldivis,3/03/2022,14.2,22.3,24.2,0,
Baldivis,4/03/2022,15.3,24.9,24.4,0,
Baldivis,5/03/2022,17.6,29.3,22.8,0,
Baldivis,6/03/2022,20.2,30.1,24,0,
Baldivis,7/03/2022,21.4,33.5,23.7,0,
Baldivis,8/03/2022,19.1,31.8,23.5,0,
Baldivis,9/03/2022,22.1,34.2,22.3,0,
Baldivis,10/03/2022,21.5,35.9,22.4,0,
Baldivis,11/03/2022,22.2,37.7,17.2,0,
Baldivis,12/03/2022,21.4,27.1,20,0,
Baldivis,13/03/2022,22.3,27.4,14.2,0,
Baldivis,14/03/2022,17.1,26.1,21.5,0,
Baldivis,15/03/2022,22.1,26.2,15.5,,
Baldivis,16/03/2022,20.9,26.2,15.3,1.4,2
Baldivis,17/03/2022,18.2,28.1,21.3,0,
Baldivis,18/03/2022,19.7,25.2,13,,
Baldivis,19/03/2022,21.1,27.8,11.8,,
Baldivis,20/03/2022,19.7,24.6,13.8,,
Baldivis,21/03/2022,19.2,24.8,17.4,,
Baldivis,22/03/2022,15.5,25,20.6,,
Baldivis,23/03/2022,15.6,27.7,20.8,,
Baldivis,24/03/2022,16.4,31.2,20.5,,
Baldivis,25/03/2022,20.9,35.3,18.1,,
Baldivis,26/03/2022,20.4,28.8,12.4,,
Baldivis,27/03/2022,21.1,24.6,9.2,,
Baldivis,28/03/2022,17.7,27.3,16.1,3.4,11
Baldivis,29/03/2022,20.4,30.6,16.6,0,
Baldivis,30/03/2022,20,28.7,14.4,0.3,1
Baldivis,31/03/2022,21,31.7,17.8,,
Baldivis,1/04/2022,22.6,31.9,13.2,17.8,1
Baldivis,2/04/2022,23.3,31.3,15.1,1.6,1
Baldivis,3/04/2022,22.1,26.5,13.1,0,
Baldivis,4/04/2022,19.3,22.7,10,0,
Baldivis,5/04/2022,14.4,23.2,18.9,0,
Baldivis,6/04/2022,15.4,26.7,18.2,0,
Baldivis,7/04/2022,17.1,30.9,18.5,0,
Baldivis,8/04/2022,19.7,25,14.3,0,
Baldivis,9/04/2022,14.3,20.3,16.7,4.6,1
Baldivis,10/04/2022,14.4,22.9,13.7,0,
Baldivis,11/04/2022,12.6,20.6,14.4,15.2,1
Baldivis,12/04/2022,14.4,,16.8,2.6,1
Baldivis,13/04/2022,15.3,21.5,17.6,0,
Baldivis,14/04/2022,14.3,23.1,17.5,0,
Baldivis,15/04/2022,15.7,23,17,0,
Baldivis,16/04/2022,17.5,22.1,17.1,0,
Baldivis,17/04/2022,14.7,20.2,14.9,0,
Baldivis,18/04/2022,12.1,21.9,16.6,0,
Baldivis,19/04/2022,14.8,22,15.2,0,
Baldivis,20/04/2022,15.3,23.9,16.5,0,
Baldivis,21/04/2022,15.2,26.7,16.1,0,
Baldivis,22/04/2022,15.6,27.3,16.1,0,
Baldivis,23/04/2022,15.7,26.9,16.1,0,
Baldivis,24/04/2022,15.8,28.9,15.9,0,
Baldivis,25/04/2022,19,25.2,12.1,0,
Baldivis,26/04/2022,16,21.5,10.2,,
Baldivis,27/04/2022,14.7,19.9,12.3,18.6,2
Baldivis,28/04/2022,15.3,19.7,14,6.2,1
Baldivis,29/04/2022,11.9,19.9,14.6,0.2,1
Baldivis,30/04/2022,12.2,22.2,15.1,,
Baldivis,1/05/2022,14,21.4,15,0,
Baldivis,2/05/2022,12.7,22.1,12.6,0,
Baldivis,3/05/2022,13.8,19.6,14.3,0,
Baldivis,4/05/2022,12.3,20.8,10.6,0,
Baldivis,5/05/2022,13,21.6,14.4,0,
Baldivis,6/05/2022,13.1,23.4,14.3,0,
Baldivis,7/05/2022,14.1,24.8,14.2,0,
Baldivis,8/05/2022,9.4,22.6,13.7,0,
Baldivis,9/05/2022,13.7,23,13.9,0,
Baldivis,10/05/2022,12.5,20.7,13.8,0,
Baldivis,11/05/2022,13.5,21.4,8.6,0,
Baldivis,12/05/2022,13,17.4,4.9,22,1
Baldivis,13/05/2022,12.1,18.9,11.5,8,1
Baldivis,14/05/2022,14.8,20,9.2,,
Baldivis,15/05/2022,14,18,9.1,5,2
Baldivis,16/05/2022,12.7,22.2,12.8,0,
Baldivis,17/05/2022,14.4,24.1,13.1,0,
Baldivis,18/05/2022,15.2,21.3,9.6,12.8,1
Baldivis,19/05/2022,17.5,22.1,11.4,1.6,1
