Asset,Date,Count visitation
Green Hills,30/06/2021,2
Green Hills,1/07/2021,
Green Hills,2/07/2021,
Green Hills,3/07/2021,
Green Hills,4/07/2021,
Green Hills,5/07/2021,
Green Hills,6/07/2021,
Green Hills,7/07/2021,
Green Hills,8/07/2021,
Green Hills,9/07/2021,
Green Hills,10/07/2021,
Green Hills,11/07/2021,
Green Hills,12/07/2021,
Green Hills,13/07/2021,
Green Hills,14/07/2021,
Green Hills,15/07/2021,
Green Hills,16/07/2021,
Green Hills,17/07/2021,
Green Hills,18/07/2021,
Green Hills,19/07/2021,
Green Hills,20/07/2021,
Green Hills,21/07/2021,
Green Hills,22/07/2021,
Green Hills,23/07/2021,
Green Hills,24/07/2021,
Green Hills,25/07/2021,
Green Hills,26/07/2021,
Green Hills,27/07/2021,
Green Hills,28/07/2021,
Green Hills,29/07/2021,
Green Hills,30/07/2021,
Green Hills,31/07/2021,
Green Hills,1/08/2021,
Green Hills,2/08/2021,
Green Hills,3/08/2021,
Green Hills,4/08/2021,
Green Hills,5/08/2021,
Green Hills,6/08/2021,
Green Hills,7/08/2021,
Green Hills,8/08/2021,
Green Hills,9/08/2021,
Green Hills,10/08/2021,
Green Hills,11/08/2021,
Green Hills,12/08/2021,
Green Hills,13/08/2021,
Green Hills,14/08/2021,
Green Hills,15/08/2021,
Green Hills,16/08/2021,
Green Hills,17/08/2021,
Green Hills,18/08/2021,
Green Hills,19/08/2021,
Green Hills,20/08/2021,
Green Hills,21/08/2021,
Green Hills,22/08/2021,
Green Hills,23/08/2021,
Green Hills,24/08/2021,
Green Hills,25/08/2021,
Green Hills,26/08/2021,
Green Hills,27/08/2021,
Green Hills,28/08/2021,
Green Hills,29/08/2021,
Green Hills,30/08/2021,
Green Hills,31/08/2021,
Green Hills,1/09/2021,
Green Hills,2/09/2021,
Green Hills,3/09/2021,
Green Hills,4/09/2021,
Green Hills,5/09/2021,
Green Hills,6/09/2021,
Green Hills,7/09/2021,
Green Hills,8/09/2021,
Green Hills,9/09/2021,
Green Hills,10/09/2021,
Green Hills,11/09/2021,
Green Hills,12/09/2021,
Green Hills,13/09/2021,
Green Hills,14/09/2021,
Green Hills,15/09/2021,
Green Hills,16/09/2021,
Green Hills,17/09/2021,
Green Hills,18/09/2021,
Green Hills,19/09/2021,
Green Hills,20/09/2021,
Green Hills,21/09/2021,
Green Hills,22/09/2021,
Green Hills,23/09/2021,
Green Hills,24/09/2021,
Green Hills,25/09/2021,
Green Hills,26/09/2021,
Green Hills,27/09/2021,
Green Hills,28/09/2021,
Green Hills,29/09/2021,
Green Hills,30/09/2021,
Green Hills,1/10/2021,
Green Hills,2/10/2021,
Green Hills,3/10/2021,
Green Hills,4/10/2021,
Green Hills,5/10/2021,
Green Hills,6/10/2021,
Green Hills,7/10/2021,
Green Hills,8/10/2021,
Green Hills,9/10/2021,
Green Hills,10/10/2021,
Green Hills,11/10/2021,
Green Hills,12/10/2021,
Green Hills,13/10/2021,
Green Hills,14/10/2021,
Green Hills,15/10/2021,
Green Hills,16/10/2021,
Green Hills,17/10/2021,
Green Hills,18/10/2021,
Green Hills,19/10/2021,
Green Hills,20/10/2021,
Green Hills,21/10/2021,
Green Hills,22/10/2021,
Green Hills,23/10/2021,
Green Hills,24/10/2021,
Green Hills,25/10/2021,
Green Hills,26/10/2021,
Green Hills,27/10/2021,
Green Hills,28/10/2021,
Green Hills,29/10/2021,
Green Hills,30/10/2021,
Green Hills,31/10/2021,
Green Hills,1/11/2021,
Green Hills,2/11/2021,
Green Hills,3/11/2021,
Green Hills,4/11/2021,
Green Hills,5/11/2021,
Green Hills,6/11/2021,
Green Hills,7/11/2021,
Green Hills,8/11/2021,
Green Hills,9/11/2021,
Green Hills,10/11/2021,
Green Hills,11/11/2021,
Green Hills,12/11/2021,
Green Hills,13/11/2021,
Green Hills,14/11/2021,
Green Hills,15/11/2021,
Green Hills,16/11/2021,
Green Hills,17/11/2021,
Green Hills,18/11/2021,
Green Hills,19/11/2021,
Green Hills,20/11/2021,
Green Hills,21/11/2021,
Green Hills,22/11/2021,
Green Hills,23/11/2021,
Green Hills,24/11/2021,
Green Hills,25/11/2021,
Green Hills,26/11/2021,
Green Hills,27/11/2021,
Green Hills,28/11/2021,
Green Hills,29/11/2021,
Green Hills,30/11/2021,
Green Hills,1/12/2021,
Green Hills,2/12/2021,
Green Hills,3/12/2021,
Green Hills,4/12/2021,
Green Hills,5/12/2021,
Green Hills,6/12/2021,
Green Hills,7/12/2021,
Green Hills,8/12/2021,
Green Hills,9/12/2021,
Green Hills,10/12/2021,
Green Hills,11/12/2021,
Green Hills,12/12/2021,
Green Hills,13/12/2021,
Green Hills,14/12/2021,
Green Hills,15/12/2021,
Green Hills,16/12/2021,
Green Hills,17/12/2021,
Green Hills,18/12/2021,
Green Hills,19/12/2021,
Green Hills,20/12/2021,
Green Hills,21/12/2021,
Green Hills,22/12/2021,
Green Hills,23/12/2021,
Green Hills,24/12/2021,
Green Hills,25/12/2021,
Green Hills,26/12/2021,
Green Hills,27/12/2021,
Green Hills,28/12/2021,
Green Hills,29/12/2021,
Green Hills,30/12/2021,
Green Hills,31/12/2021,
Green Hills,1/01/2022,16147
Green Hills,2/01/2022,23663
Green Hills,3/01/2022,22673
Green Hills,4/01/2022,24918
Green Hills,5/01/2022,25992
Green Hills,6/01/2022,30668
Green Hills,7/01/2022,25929
Green Hills,8/01/2022,25212
Green Hills,9/01/2022,22006
Green Hills,10/01/2022,19473
Green Hills,11/01/2022,20555
Green Hills,12/01/2022,22192
Green Hills,13/01/2022,27498
Green Hills,14/01/2022,24178
Green Hills,15/01/2022,25555
Green Hills,16/01/2022,22778
Green Hills,17/01/2022,20602
Green Hills,18/01/2022,21273
Green Hills,19/01/2022,25803
Green Hills,20/01/2022,30782
Green Hills,21/01/2022,26878
Green Hills,22/01/2022,28540
Green Hills,23/01/2022,23266
Green Hills,24/01/2022,22649
Green Hills,25/01/2022,26507
Green Hills,26/01/2022,18601
Green Hills,27/01/2022,30914
Green Hills,28/01/2022,27278
Green Hills,29/01/2022,29717
Green Hills,30/01/2022,25883
Green Hills,31/01/2022,24476
Green Hills,1/02/2022,21889
Green Hills,2/02/2022,21943
Green Hills,3/02/2022,29688
Green Hills,4/02/2022,26257
Green Hills,5/02/2022,31481
Green Hills,6/02/2022,26530
Green Hills,7/02/2022,19906
Green Hills,8/02/2022,20273
Green Hills,9/02/2022,21199
Green Hills,10/02/2022,28842
Green Hills,11/02/2022,25978
Green Hills,12/02/2022,33079
Green Hills,13/02/2022,1
Green Hills,14/02/2022,23262
Green Hills,15/02/2022,19728
Green Hills,16/02/2022,21218
Green Hills,17/02/2022,29586
Green Hills,18/02/2022,26081
Green Hills,19/02/2022,32925
Green Hills,20/02/2022,25336
Green Hills,21/02/2022,19516
Green Hills,22/02/2022,21612
Green Hills,23/02/2022,21020
Green Hills,24/02/2022,30122
Green Hills,25/02/2022,27020
Green Hills,26/02/2022,34330
Green Hills,27/02/2022,27821
Green Hills,28/02/2022,20062
Green Hills,1/03/2022,21360
Green Hills,2/03/2022,22905
Green Hills,3/03/2022,29637
Green Hills,4/03/2022,28912
Green Hills,5/03/2022,37253
Green Hills,6/03/2022,30300
Green Hills,7/03/2022,20361
Green Hills,8/03/2022,21249
Green Hills,9/03/2022,22372
Green Hills,10/03/2022,29620
Green Hills,11/03/2022,26182
Green Hills,12/03/2022,33728
Green Hills,13/03/2022,27065
Green Hills,14/03/2022,19887
Green Hills,15/03/2022,20841
Green Hills,16/03/2022,22173
Green Hills,17/03/2022,30410
Green Hills,18/03/2022,26842
Green Hills,19/03/2022,35437
Green Hills,20/03/2022,25377
Green Hills,21/03/2022,19668
Green Hills,22/03/2022,20211
Green Hills,23/03/2022,21420
Green Hills,24/03/2022,29631
Green Hills,25/03/2022,27197
Green Hills,26/03/2022,35950
Green Hills,27/03/2022,29127
Green Hills,28/03/2022,20208
Green Hills,29/03/2022,21272
Green Hills,30/03/2022,23405
Green Hills,31/03/2022,32201
Green Hills,1/04/2022,28303
Green Hills,2/04/2022,38192
Green Hills,3/04/2022,28576
Green Hills,4/04/2022,20787
Green Hills,5/04/2022,21721
Green Hills,6/04/2022,22714
Green Hills,7/04/2022,31697
Green Hills,8/04/2022,30027
Green Hills,9/04/2022,36233
Green Hills,10/04/2022,27533
Green Hills,11/04/2022,25413
Green Hills,12/04/2022,27912
Green Hills,13/04/2022,32842
Green Hills,14/04/2022,44741
Green Hills,15/04/2022,4494
Green Hills,16/04/2022,37494
Green Hills,17/04/2022,4128
Green Hills,18/04/2022,26532
Green Hills,19/04/2022,26711
Green Hills,20/04/2022,26850
Green Hills,21/04/2022,35124
Green Hills,22/04/2022,34339
Green Hills,23/04/2022,33705
Green Hills,24/04/2022,30676
Green Hills,25/04/2022,16172
Green Hills,26/04/2022,25560
Green Hills,27/04/2022,23340
Green Hills,28/04/2022,31957
Green Hills,29/04/2022,27222
Green Hills,30/04/2022,34800
Green Hills,1/05/2022,27127
Green Hills,2/05/2022,20721
Green Hills,3/05/2022,21148
Green Hills,4/05/2022,27523
Green Hills,5/05/2022,35366
Green Hills,6/05/2022,29765
Green Hills,7/05/2022,41567
Green Hills,8/05/2022,27075
Green Hills,9/05/2022,20398
Green Hills,10/05/2022,21802
Green Hills,11/05/2022,23480
Green Hills,12/05/2022,32189
Green Hills,13/05/2022,29053
Green Hills,14/05/2022,35006
Green Hills,15/05/2022,27214
Green Hills,16/05/2022,20222
Green Hills,17/05/2022,21143
Green Hills,18/05/2022,21724
Green Hills,19/05/2022,28876
Green Hills,20/05/2022,26512
Green Hills,21/05/2022,35535
Green Hills,22/05/2022,29047
Green Hills,23/05/2022,20956
Green Hills,24/05/2022,21622
Green Hills,25/05/2022,23979
Green Hills,26/05/2022,32366
Green Hills,27/05/2022,30159
Green Hills,28/05/2022,36014
Green Hills,29/05/2022,29200
Green Hills,30/05/2022,21499
Green Hills,31/05/2022,13
Green Hills,1/06/2022,23976
Green Hills,2/06/2022,31675
Green Hills,3/06/2022,28523
Green Hills,4/06/2022,37512
Green Hills,5/06/2022,29803
Green Hills,6/06/2022,21437
Green Hills,7/06/2022,22155
Green Hills,8/06/2022,23961
Green Hills,9/06/2022,32261
Green Hills,10/06/2022,30244
Green Hills,11/06/2022,36512
Green Hills,12/06/2022,32229
Green Hills,13/06/2022,29704
Green Hills,14/06/2022,22863
Green Hills,15/06/2022,23099
Green Hills,16/06/2022,31294
Green Hills,17/06/2022,28530
Green Hills,18/06/2022,37464
Green Hills,19/06/2022,31786
Green Hills,20/06/2022,21981
Green Hills,21/06/2022,22267
Green Hills,22/06/2022,23545
Green Hills,23/06/2022,33076
Green Hills,24/06/2022,30033
Green Hills,25/06/2022,38693
Green Hills,26/06/2022,32611
Green Hills,27/06/2022,24517
Green Hills,28/06/2022,27113
Green Hills,29/06/2022,29165
Green Hills,30/06/2022,44084
Harrisdale,1/01/2021,6262
Harrisdale,2/01/2021,5006
Harrisdale,3/01/2021,6715
Harrisdale,4/01/2021,6472
Harrisdale,5/01/2021,6521
Harrisdale,6/01/2021,6508
Harrisdale,7/01/2021,6386
Harrisdale,8/01/2021,6233
Harrisdale,9/01/2021,5009
Harrisdale,10/01/2021,6245
Harrisdale,11/01/2021,5833
Harrisdale,12/01/2021,6935
Harrisdale,13/01/2021,6119
Harrisdale,14/01/2021,6687
Harrisdale,15/01/2021,6480
Harrisdale,16/01/2021,5067
Harrisdale,17/01/2021,6040
Harrisdale,18/01/2021,5753
Harrisdale,19/01/2021,6296
Harrisdale,20/01/2021,6233
Harrisdale,21/01/2021,6295
Harrisdale,22/01/2021,6186
Harrisdale,23/01/2021,4510
Harrisdale,24/01/2021,6890
Harrisdale,25/01/2021,4343
Harrisdale,26/01/2021,6480
Harrisdale,27/01/2021,6389
Harrisdale,28/01/2021,6706
Harrisdale,29/01/2021,6816
Harrisdale,30/01/2021,7060
Harrisdale,31/01/2021,5395
Harrisdale,1/02/2021,4764
Harrisdale,2/02/2021,5018
Harrisdale,3/02/2021,4599
Harrisdale,4/02/2021,5429
Harrisdale,5/02/2021,6400
Harrisdale,6/02/2021,5339
Harrisdale,7/02/2021,5560
Harrisdale,8/02/2021,5714
Harrisdale,9/02/2021,5885
Harrisdale,10/02/2021,5939
Harrisdale,11/02/2021,6483
Harrisdale,12/02/2021,7195
Harrisdale,13/02/2021,26
Harrisdale,14/02/2021,6149
Harrisdale,15/02/2021,5441
Harrisdale,16/02/2021,5773
Harrisdale,17/02/2021,5368
Harrisdale,18/02/2021,6158
Harrisdale,19/02/2021,6725
Harrisdale,20/02/2021,5635
Harrisdale,21/02/2021,6147
Harrisdale,22/02/2021,5717
Harrisdale,23/02/2021,5818
Harrisdale,24/02/2021,5926
Harrisdale,25/02/2021,6200
Harrisdale,26/02/2021,6403
Harrisdale,27/02/2021,4472
Harrisdale,28/02/2021,5070
Harrisdale,1/03/2021,6292
Harrisdale,2/03/2021,5701
Harrisdale,3/03/2021,5733
Harrisdale,4/03/2021,6081
Harrisdale,5/03/2021,6279
Harrisdale,6/03/2021,5418
Harrisdale,7/03/2021,6219
Harrisdale,8/03/2021,5988
Harrisdale,9/03/2021,5967
Harrisdale,10/03/2021,5729
Harrisdale,11/03/2021,6057
Harrisdale,12/03/2021,6830
Harrisdale,13/03/2021,5410
Harrisdale,14/03/2021,6199
Harrisdale,15/03/2021,5973
Harrisdale,16/03/2021,6117
Harrisdale,17/03/2021,6047
Harrisdale,18/03/2021,6358
Harrisdale,19/03/2021,6489
Harrisdale,20/03/2021,5431
Harrisdale,21/03/2021,5834
Harrisdale,22/03/2021,5573
Harrisdale,23/03/2021,5784
Harrisdale,24/03/2021,6002
Harrisdale,25/03/2021,6053
Harrisdale,26/03/2021,6421
Harrisdale,27/03/2021,5475
Harrisdale,28/03/2021,6467
Harrisdale,29/03/2021,5822
Harrisdale,30/03/2021,6487
Harrisdale,31/03/2021,9016
Harrisdale,1/04/2021,8
Harrisdale,2/04/2021,7954
Harrisdale,3/04/2021,3870
Harrisdale,4/04/2021,5243
Harrisdale,5/04/2021,6271
Harrisdale,6/04/2021,6288
Harrisdale,7/04/2021,6046
Harrisdale,8/04/2021,6214
Harrisdale,9/04/2021,6242
Harrisdale,10/04/2021,4355
Harrisdale,11/04/2021,5540
Harrisdale,12/04/2021,5334
Harrisdale,13/04/2021,6117
Harrisdale,14/04/2021,6554
Harrisdale,15/04/2021,3834
Harrisdale,16/04/2021,6352
Harrisdale,17/04/2021,5517
Harrisdale,18/04/2021,6223
Harrisdale,19/04/2021,5648
Harrisdale,20/04/2021,5980
Harrisdale,21/04/2021,6279
Harrisdale,22/04/2021,7817
Harrisdale,23/04/2021,5656
Harrisdale,24/04/2021,33
Harrisdale,25/04/2021,1578
Harrisdale,26/04/2021,6735
Harrisdale,27/04/2021,6376
Harrisdale,28/04/2021,5336
Harrisdale,29/04/2021,6023
Harrisdale,30/04/2021,6186
Harrisdale,1/05/2021,4979
Harrisdale,2/05/2021,5560
Harrisdale,3/05/2021,4911
Harrisdale,4/05/2021,5770
Harrisdale,5/05/2021,5367
Harrisdale,6/05/2021,5740
Harrisdale,7/05/2021,6954
Harrisdale,8/05/2021,4706
Harrisdale,9/05/2021,5754
Harrisdale,10/05/2021,5316
Harrisdale,11/05/2021,5357
Harrisdale,12/05/2021,5485
Harrisdale,13/05/2021,5711
Harrisdale,14/05/2021,5869
Harrisdale,15/05/2021,4882
Harrisdale,16/05/2021,5728
Harrisdale,17/05/2021,5358
Harrisdale,18/05/2021,5407
Harrisdale,19/05/2021,5448
Harrisdale,20/05/2021,5797
Harrisdale,21/05/2021,5608
Harrisdale,22/05/2021,4542
Harrisdale,23/05/2021,4876
Harrisdale,24/05/2021,5205
Harrisdale,25/05/2021,5301
Harrisdale,26/05/2021,5516
Harrisdale,27/05/2021,5758
Harrisdale,28/05/2021,5734
Harrisdale,29/05/2021,4403
Harrisdale,30/05/2021,5184
Harrisdale,31/05/2021,
Harrisdale,1/06/2021,5947
Harrisdale,2/06/2021,5012
Harrisdale,3/06/2021,5706
Harrisdale,4/06/2021,5707
Harrisdale,5/06/2021,3912
Harrisdale,6/06/2021,5131
Harrisdale,7/06/2021,5228
Harrisdale,8/06/2021,4886
Harrisdale,9/06/2021,5493
Harrisdale,10/06/2021,5441
Harrisdale,11/06/2021,5949
Harrisdale,12/06/2021,4615
Harrisdale,13/06/2021,4391
Harrisdale,14/06/2021,4864
Harrisdale,15/06/2021,5145
Harrisdale,16/06/2021,5395
Harrisdale,17/06/2021,5367
Harrisdale,18/06/2021,6020
Harrisdale,19/06/2021,4510
Harrisdale,20/06/2021,5233
Harrisdale,21/06/2021,5046
Harrisdale,22/06/2021,5350
Harrisdale,23/06/2021,5366
Harrisdale,24/06/2021,5710
Harrisdale,25/06/2021,5968
Harrisdale,26/06/2021,4046
Harrisdale,27/06/2021,5391
Harrisdale,28/06/2021,4909
Harrisdale,29/06/2021,5352
Harrisdale,30/06/2021,2
Harrisdale,1/07/2021,
Harrisdale,2/07/2021,5635
Harrisdale,3/07/2021,6325
Harrisdale,4/07/2021,3661
Harrisdale,5/07/2021,4968
Harrisdale,6/07/2021,4477
Harrisdale,7/07/2021,4751
Harrisdale,8/07/2021,5014
Harrisdale,9/07/2021,4231
Harrisdale,10/07/2021,5691
Harrisdale,11/07/2021,4595
Harrisdale,12/07/2021,4761
Harrisdale,13/07/2021,4531
Harrisdale,14/07/2021,4791
Harrisdale,15/07/2021,4654
Harrisdale,16/07/2021,5640
Harrisdale,17/07/2021,5695
Harrisdale,18/07/2021,4666
Harrisdale,19/07/2021,5728
Harrisdale,20/07/2021,4529
Harrisdale,21/07/2021,5654
Harrisdale,22/07/2021,5484
Harrisdale,23/07/2021,4740
Harrisdale,24/07/2021,5528
Harrisdale,25/07/2021,4916
Harrisdale,26/07/2021,4292
Harrisdale,27/07/2021,4349
Harrisdale,28/07/2021,5298
Harrisdale,29/07/2021,5363
Harrisdale,30/07/2021,4404
Harrisdale,31/07/2021,5695
Harrisdale,1/08/2021,4014
Harrisdale,2/08/2021,5706
Harrisdale,3/08/2021,5148
Harrisdale,4/08/2021,5826
Harrisdale,5/08/2021,5885
Harrisdale,6/08/2021,5775
Harrisdale,7/08/2021,5789
Harrisdale,8/08/2021,5218
Harrisdale,9/08/2021,4770
Harrisdale,10/08/2021,3717
Harrisdale,11/08/2021,5745
Harrisdale,12/08/2021,5661
Harrisdale,13/08/2021,5971
Harrisdale,14/08/2021,6187
Harrisdale,15/08/2021,5069
Harrisdale,16/08/2021,6341
Harrisdale,17/08/2021,5921
Harrisdale,18/08/2021,5814
Harrisdale,19/08/2021,5515
Harrisdale,20/08/2021,6009
Harrisdale,21/08/2021,6366
Harrisdale,22/08/2021,4915
Harrisdale,23/08/2021,6041
Harrisdale,24/08/2021,5642
Harrisdale,25/08/2021,5950
Harrisdale,26/08/2021,4943
Harrisdale,27/08/2021,5874
Harrisdale,28/08/2021,6201
Harrisdale,29/08/2021,4954
Harrisdale,30/08/2021,5585
Harrisdale,31/08/2021,5565
Harrisdale,1/09/2021,4315
Harrisdale,2/09/2021,4915
Harrisdale,3/09/2021,6023
Harrisdale,4/09/2021,6883
Harrisdale,5/09/2021,4886
Harrisdale,6/09/2021,6372
Harrisdale,7/09/2021,5857
Harrisdale,8/09/2021,6305
Harrisdale,9/09/2021,5230
Harrisdale,10/09/2021,5920
Harrisdale,11/09/2021,6088
Harrisdale,12/09/2021,5127
Harrisdale,13/09/2021,6105
Harrisdale,14/09/2021,5676
Harrisdale,15/09/2021,5604
Harrisdale,16/09/2021,4705
Harrisdale,17/09/2021,6091
Harrisdale,18/09/2021,5963
Harrisdale,19/09/2021,5239
Harrisdale,20/09/2021,6163
Harrisdale,21/09/2021,5926
Harrisdale,22/09/2021,6332
Harrisdale,23/09/2021,6131
Harrisdale,24/09/2021,6599
Harrisdale,25/09/2021,6091
Harrisdale,26/09/2021,4256
Harrisdale,27/09/2021,5031
Harrisdale,28/09/2021,6321
Harrisdale,29/09/2021,5784
Harrisdale,30/09/2021,6269
Harrisdale,1/10/2021,5304
Harrisdale,2/10/2021,6075
Harrisdale,3/10/2021,4520
Harrisdale,4/10/2021,5942
Harrisdale,5/10/2021,5445
Harrisdale,6/10/2021,5952
Harrisdale,7/10/2021,6266
Harrisdale,8/10/2021,6247
Harrisdale,9/10/2021,6514
Harrisdale,10/10/2021,5270
Harrisdale,11/10/2021,5155
Harrisdale,12/10/2021,5639
Harrisdale,13/10/2021,6221
Harrisdale,14/10/2021,6302
Harrisdale,15/10/2021,6865
Harrisdale,16/10/2021,6165
Harrisdale,17/10/2021,5423
Harrisdale,18/10/2021,6623
Harrisdale,19/10/2021,4621
Harrisdale,20/10/2021,5689
Harrisdale,21/10/2021,5602
Harrisdale,22/10/2021,6190
Harrisdale,23/10/2021,6644
Harrisdale,24/10/2021,5308
Harrisdale,25/10/2021,5436
Harrisdale,26/10/2021,5185
Harrisdale,27/10/2021,5587
Harrisdale,28/10/2021,6187
Harrisdale,29/10/2021,6459
Harrisdale,30/10/2021,6744
Harrisdale,31/10/2021,6058
Harrisdale,1/11/2021,5489
Harrisdale,2/11/2021,5323
Harrisdale,3/11/2021,6397
Harrisdale,4/11/2021,6003
Harrisdale,5/11/2021,6200
Harrisdale,6/11/2021,6248
Harrisdale,7/11/2021,5419
Harrisdale,8/11/2021,6426
Harrisdale,9/11/2021,33
Harrisdale,10/11/2021,6014
Harrisdale,11/11/2021,6266
Harrisdale,12/11/2021,6957
Harrisdale,13/11/2021,6757
Harrisdale,14/11/2021,5873
Harrisdale,15/11/2021,6676
Harrisdale,16/11/2021,5828
Harrisdale,17/11/2021,6541
Harrisdale,18/11/2021,5984
Harrisdale,19/11/2021,6544
Harrisdale,20/11/2021,6297
Harrisdale,21/11/2021,5439
Harrisdale,22/11/2021,6391
Harrisdale,23/11/2021,6106
Harrisdale,24/11/2021,6738
Harrisdale,25/11/2021,6414
Harrisdale,26/11/2021,
Harrisdale,27/11/2021,12
Harrisdale,28/11/2021,5176
Harrisdale,29/11/2021,6473
Harrisdale,30/11/2021,5803
Harrisdale,1/12/2021,
Harrisdale,2/12/2021,958
Harrisdale,3/12/2021,7142
Harrisdale,4/12/2021,6557
Harrisdale,5/12/2021,5717
Harrisdale,6/12/2021,6845
Harrisdale,7/12/2021,6761
Harrisdale,8/12/2021,6848
Harrisdale,9/12/2021,6532
Harrisdale,10/12/2021,6290
Harrisdale,11/12/2021,7102
Harrisdale,12/12/2021,5887
Harrisdale,13/12/2021,6688
Harrisdale,14/12/2021,6136
Harrisdale,15/12/2021,6825
Harrisdale,16/12/2021,6478
Harrisdale,17/12/2021,6459
Harrisdale,18/12/2021,6895
Harrisdale,19/12/2021,5812
Harrisdale,20/12/2021,7007
Harrisdale,21/12/2021,6990
Harrisdale,22/12/2021,7972
Harrisdale,23/12/2021,10019
Harrisdale,24/12/2021,10747
Harrisdale,25/12/2021,4
Harrisdale,26/12/2021,3746
Harrisdale,27/12/2021,4966
Harrisdale,28/12/2021,5307
Harrisdale,29/12/2021,6662
Harrisdale,30/12/2021,7038
Harrisdale,31/12/2021,8298
Harrisdale,1/01/2022,3828
Harrisdale,2/01/2022,4376
Harrisdale,3/01/2022,5864
Harrisdale,4/01/2022,6886
Harrisdale,5/01/2022,6636
Harrisdale,6/01/2022,6929
Harrisdale,7/01/2022,6712
Harrisdale,8/01/2022,6044
Harrisdale,9/01/2022,4796
Harrisdale,10/01/2022,6521
Harrisdale,11/01/2022,6642
Harrisdale,12/01/2022,6969
Harrisdale,13/01/2022,6787
Harrisdale,14/01/2022,6841
Harrisdale,15/01/2022,6117
Harrisdale,16/01/2022,5046
Harrisdale,17/01/2022,6372
Harrisdale,18/01/2022,5966
Harrisdale,19/01/2022,6079
Harrisdale,20/01/2022,6032
Harrisdale,21/01/2022,6216
Harrisdale,22/01/2022,6036
Harrisdale,23/01/2022,4431
Harrisdale,24/01/2022,6019
Harrisdale,25/01/2022,6578
Harrisdale,26/01/2022,4566
Harrisdale,27/01/2022,6307
Harrisdale,28/01/2022,6763
Harrisdale,29/01/2022,6362
Harrisdale,30/01/2022,6179
Harrisdale,31/01/2022,6474
Harrisdale,1/02/2022,6039
Harrisdale,2/02/2022,6219
Harrisdale,3/02/2022,6414
Harrisdale,4/02/2022,6268
Harrisdale,5/02/2022,6260
Harrisdale,6/02/2022,4681
Harrisdale,7/02/2022,5683
Harrisdale,8/02/2022,5692
Harrisdale,9/02/2022,6129
Harrisdale,10/02/2022,6250
Harrisdale,11/02/2022,6610
Harrisdale,12/02/2022,6269
Harrisdale,13/02/2022,26
Harrisdale,14/02/2022,7095
Harrisdale,15/02/2022,6028
Harrisdale,16/02/2022,6436
Harrisdale,17/02/2022,6444
Harrisdale,18/02/2022,6248
Harrisdale,19/02/2022,6210
Harrisdale,20/02/2022,5133
Harrisdale,21/02/2022,6085
Harrisdale,22/02/2022,5843
Harrisdale,23/02/2022,6239
Harrisdale,24/02/2022,6479
Harrisdale,25/02/2022,5879
Harrisdale,26/02/2022,6203
Harrisdale,27/02/2022,5242
Harrisdale,28/02/2022,5923
Harrisdale,1/03/2022,5377
Harrisdale,2/03/2022,5152
Harrisdale,3/03/2022,5964
Harrisdale,4/03/2022,6350
Harrisdale,5/03/2022,5948
Harrisdale,6/03/2022,4564
Harrisdale,7/03/2022,5593
Harrisdale,8/03/2022,6530
Harrisdale,9/03/2022,6052
Harrisdale,10/03/2022,6106
Harrisdale,11/03/2022,6217
Harrisdale,12/03/2022,6204
Harrisdale,13/03/2022,4967
Harrisdale,14/03/2022,5921
Harrisdale,15/03/2022,5657
Harrisdale,16/03/2022,5764
Harrisdale,17/03/2022,5820
Harrisdale,18/03/2022,5995
Harrisdale,19/03/2022,6179
Harrisdale,20/03/2022,5032
Harrisdale,21/03/2022,5862
Harrisdale,22/03/2022,5606
Harrisdale,23/03/2022,5950
Harrisdale,24/03/2022,5975
Harrisdale,25/03/2022,6051
Harrisdale,26/03/2022,5898
Harrisdale,27/03/2022,4891
Harrisdale,28/03/2022,5834
Harrisdale,29/03/2022,5864
Harrisdale,30/03/2022,6079
Harrisdale,31/03/2022,5836
Harrisdale,1/04/2022,6152
Harrisdale,2/04/2022,5979
Harrisdale,3/04/2022,5060
Harrisdale,4/04/2022,5725
Harrisdale,5/04/2022,5476
Harrisdale,6/04/2022,5969
Harrisdale,7/04/2022,6295
Harrisdale,8/04/2022,5951
Harrisdale,9/04/2022,5761
Harrisdale,10/04/2022,4123
Harrisdale,11/04/2022,5452
Harrisdale,12/04/2022,5624
Harrisdale,13/04/2022,6107
Harrisdale,14/04/2022,8289
Harrisdale,15/04/2022,18
Harrisdale,16/04/2022,7245
Harrisdale,17/04/2022,3456
Harrisdale,18/04/2022,4759
Harrisdale,19/04/2022,6211
Harrisdale,20/04/2022,5835
Harrisdale,21/04/2022,6175
Harrisdale,22/04/2022,6208
Harrisdale,23/04/2022,5609
Harrisdale,24/04/2022,4752
Harrisdale,25/04/2022,14
Harrisdale,26/04/2022,7034
Harrisdale,27/04/2022,5800
Harrisdale,28/04/2022,5474
Harrisdale,29/04/2022,5839
Harrisdale,30/04/2022,6204
Harrisdale,1/05/2022,5213
Harrisdale,2/05/2022,5845
Harrisdale,3/05/2022,5242
Harrisdale,4/05/2022,5282
Harrisdale,5/05/2022,5646
Harrisdale,6/05/2022,5956
Harrisdale,7/05/2022,6547
Harrisdale,8/05/2022,4495
Harrisdale,9/05/2022,5836
Harrisdale,10/05/2022,5566
Harrisdale,11/05/2022,5676
Harrisdale,12/05/2022,4201
Harrisdale,13/05/2022,5439
Harrisdale,14/05/2022,5425
Harrisdale,15/05/2022,4740
Harrisdale,16/05/2022,5409
