Asset,Date,Count visitation
Bull Creek,1/08/2021,3697
Bull Creek,2/08/2021,5641
Bull Creek,3/08/2021,5710
Bull Creek,4/08/2021,5505
Bull Creek,5/08/2021,5943
Bull Creek,6/08/2021,5863
Bull Creek,7/08/2021,5943
Bull Creek,8/08/2021,3932
Bull Creek,9/08/2021,5251
Bull Creek,10/08/2021,5349
Bull Creek,11/08/2021,5618
Bull Creek,12/08/2021,6237
Bull Creek,13/08/2021,5981
Bull Creek,14/08/2021,5971
Bull Creek,15/08/2021,3584
Bull Creek,16/08/2021,5470
Bull Creek,17/08/2021,5558
Bull Creek,18/08/2021,5792
Bull Creek,19/08/2021,6009
Bull Creek,20/08/2021,6105
Bull Creek,21/08/2021,5783
Bull Creek,22/08/2021,3932
Bull Creek,23/08/2021,5602
Bull Creek,24/08/2021,5555
Bull Creek,25/08/2021,5650
Bull Creek,26/08/2021,6090
Bull Creek,27/08/2021,5991
Bull Creek,28/08/2021,5824
Bull Creek,29/08/2021,3806
Bull Creek,30/08/2021,5643
Bull Creek,31/08/2021,5755
Bull Creek,1/09/2021,5516
Bull Creek,2/09/2021,6255
Bull Creek,3/09/2021,6411
Bull Creek,4/09/2021,6561
Bull Creek,5/09/2021,3665
Bull Creek,6/09/2021,5458
Bull Creek,7/09/2021,5628
Bull Creek,8/09/2021,5887
Bull Creek,9/09/2021,6033
Bull Creek,10/09/2021,6041
Bull Creek,11/09/2021,6035
Bull Creek,12/09/2021,3705
Bull Creek,13/09/2021,5635
Bull Creek,14/09/2021,5947
Bull Creek,15/09/2021,5536
Bull Creek,16/09/2021,6267
Bull Creek,17/09/2021,6355
Bull Creek,18/09/2021,6297
Bull Creek,19/09/2021,3951
Bull Creek,20/09/2021,5890
Bull Creek,21/09/2021,5731
Bull Creek,22/09/2021,5758
Bull Creek,23/09/2021,6445
Bull Creek,24/09/2021,6656
Bull Creek,25/09/2021,5926
Bull Creek,26/09/2021,3495
Bull Creek,27/09/2021,4178
Bull Creek,28/09/2021,6168
Bull Creek,29/09/2021,6055
Bull Creek,30/09/2021,6441
Bull Creek,1/10/2021,6156
Bull Creek,2/10/2021,5911
Bull Creek,3/10/2021,3670
Bull Creek,4/10/2021,5961
Bull Creek,5/10/2021,5973
Bull Creek,6/10/2021,6037
Bull Creek,7/10/2021,6615
Bull Creek,8/10/2021,6410
Bull Creek,9/10/2021,5980
Bull Creek,10/10/2021,3826
Bull Creek,11/10/2021,5877
Bull Creek,12/10/2021,5987
Bull Creek,13/10/2021,5940
Bull Creek,14/10/2021,6471
Bull Creek,15/10/2021,6272
Bull Creek,16/10/2021,6300
Bull Creek,17/10/2021,4055
Bull Creek,18/10/2021,5967
Bull Creek,19/10/2021,5497
Bull Creek,20/10/2021,5949
Bull Creek,21/10/2021,6357
Bull Creek,22/10/2021,6362
Bull Creek,23/10/2021,6175
Bull Creek,24/10/2021,3958
Bull Creek,25/10/2021,6000
Bull Creek,26/10/2021,5998
Bull Creek,27/10/2021,6130
Bull Creek,28/10/2021,6619
Bull Creek,29/10/2021,6551
Bull Creek,30/10/2021,6643
Bull Creek,31/10/2021,4378
Bull Creek,1/11/2021,6513
Bull Creek,2/11/2021,6075
Bull Creek,3/11/2021,5846
Bull Creek,4/11/2021,6363
Bull Creek,5/11/2021,6336
Bull Creek,6/11/2021,6181
Bull Creek,7/11/2021,4149
Bull Creek,8/11/2021,6105
Bull Creek,9/11/2021,30
Bull Creek,10/11/2021,6244
Bull Creek,11/11/2021,6680
Bull Creek,12/11/2021,6521
Bull Creek,13/11/2021,6357
Bull Creek,14/11/2021,4232
Bull Creek,15/11/2021,6491
Bull Creek,16/11/2021,6180
Bull Creek,17/11/2021,6371
Bull Creek,18/11/2021,7170
Bull Creek,19/11/2021,6773
Bull Creek,20/11/2021,6432
Bull Creek,21/11/2021,4425
Bull Creek,22/11/2021,6450
Bull Creek,23/11/2021,6485
Bull Creek,24/11/2021,6575
Bull Creek,25/11/2021,7608
Bull Creek,26/11/2021,
Bull Creek,27/11/2021,
Bull Creek,28/11/2021,4809
Bull Creek,29/11/2021,7125
Bull Creek,30/11/2021,6801
Bull Creek,1/12/2021,7022
Bull Creek,2/12/2021,7783
Bull Creek,3/12/2021,7393
Bull Creek,4/12/2021,6844
Bull Creek,5/12/2021,5124
Bull Creek,6/12/2021,7117
Bull Creek,7/12/2021,7208
Bull Creek,8/12/2021,7191
Bull Creek,9/12/2021,7647
Bull Creek,10/12/2021,7523
Bull Creek,11/12/2021,7516
Bull Creek,12/12/2021,5529
Bull Creek,13/12/2021,7596
Bull Creek,14/12/2021,7666
Bull Creek,15/12/2021,7542
Bull Creek,16/12/2021,8218
Bull Creek,17/12/2021,8257
Bull Creek,18/12/2021,7826
Bull Creek,19/12/2021,5953
Bull Creek,20/12/2021,7469
Bull Creek,21/12/2021,9126
Bull Creek,22/12/2021,9633
Bull Creek,23/12/2021,11127
Bull Creek,24/12/2021,9765
Bull Creek,25/12/2021,6
Bull Creek,26/12/2021,3870
Bull Creek,27/12/2021,4630
Bull Creek,28/12/2021,5016
Bull Creek,29/12/2021,6780
Bull Creek,30/12/2021,7188
Bull Creek,31/12/2021,7523
Bull Creek,1/01/2022,2992
Bull Creek,2/01/2022,3847
Bull Creek,3/01/2022,4665
Bull Creek,4/01/2022,6689
Bull Creek,5/01/2022,5987
Bull Creek,6/01/2022,6838
Bull Creek,7/01/2022,6330
Bull Creek,8/01/2022,6024
Bull Creek,9/01/2022,3813
Bull Creek,10/01/2022,6397
Bull Creek,11/01/2022,6025
Bull Creek,12/01/2022,5730
Bull Creek,13/01/2022,6331
Bull Creek,14/01/2022,6273
Bull Creek,15/01/2022,5307
Bull Creek,16/01/2022,3529
Bull Creek,17/01/2022,5446
Bull Creek,18/01/2022,5246
Bull Creek,19/01/2022,5464
Bull Creek,20/01/2022,5905
Bull Creek,21/01/2022,5817
Bull Creek,22/01/2022,5315
Bull Creek,23/01/2022,3366
Bull Creek,24/01/2022,5821
Bull Creek,25/01/2022,6183
Bull Creek,26/01/2022,3395
Bull Creek,27/01/2022,6149
Bull Creek,28/01/2022,6488
Bull Creek,29/01/2022,5835
Bull Creek,30/01/2022,4094
Bull Creek,31/01/2022,5747
Bull Creek,1/02/2022,5552
Bull Creek,2/02/2022,5521
Bull Creek,3/02/2022,5756
Bull Creek,4/02/2022,5761
Bull Creek,5/02/2022,5522
Bull Creek,6/02/2022,3791
Bull Creek,7/02/2022,5527
Bull Creek,8/02/2022,5318
Bull Creek,9/02/2022,5639
Bull Creek,10/02/2022,5726
Bull Creek,11/02/2022,5903
Bull Creek,12/02/2022,5787
Bull Creek,13/02/2022,
Bull Creek,14/02/2022,5769
Bull Creek,15/02/2022,5347
Bull Creek,16/02/2022,5658
Bull Creek,17/02/2022,6041
Bull Creek,18/02/2022,5856
Bull Creek,19/02/2022,5664
Bull Creek,20/02/2022,3770
Bull Creek,21/02/2022,5536
Bull Creek,22/02/2022,5621
Bull Creek,23/02/2022,5825
Bull Creek,24/02/2022,6353
Bull Creek,25/02/2022,5994
Bull Creek,26/02/2022,5629
Bull Creek,27/02/2022,3712
Bull Creek,28/02/2022,5354
Bull Creek,1/03/2022,5457
Bull Creek,2/03/2022,5508
Bull Creek,3/03/2022,6179
Bull Creek,4/03/2022,5835
Bull Creek,5/03/2022,5432
Bull Creek,6/03/2022,3355
Bull Creek,7/03/2022,3888
Bull Creek,8/03/2022,5929
Bull Creek,9/03/2022,5407
Bull Creek,10/03/2022,5609
Bull Creek,11/03/2022,5536
Bull Creek,12/03/2022,5678
Bull Creek,13/03/2022,3643
Bull Creek,14/03/2022,5723
Bull Creek,15/03/2022,5703
Bull Creek,16/03/2022,5343
Bull Creek,17/03/2022,5713
Bull Creek,18/03/2022,5784
Bull Creek,19/03/2022,5668
Bull Creek,20/03/2022,3649
Bull Creek,21/03/2022,5643
Bull Creek,22/03/2022,5764
Bull Creek,23/03/2022,5840
Bull Creek,24/03/2022,6048
Bull Creek,25/03/2022,5612
Bull Creek,26/03/2022,5758
Bull Creek,27/03/2022,3729
Bull Creek,28/03/2022,5490
Bull Creek,29/03/2022,5503
Bull Creek,30/03/2022,5539
Bull Creek,31/03/2022,5851
Bull Creek,1/04/2022,5962
Bull Creek,2/04/2022,5733
Bull Creek,3/04/2022,3693
Bull Creek,4/04/2022,5900
Bull Creek,5/04/2022,6099
Bull Creek,6/04/2022,5851
Bull Creek,7/04/2022,6333
Bull Creek,8/04/2022,6343
Bull Creek,9/04/2022,6172
Bull Creek,10/04/2022,4053
Bull Creek,11/04/2022,6237
Bull Creek,12/04/2022,6519
Bull Creek,13/04/2022,6653
Bull Creek,14/04/2022,8279
Bull Creek,15/04/2022,18
Bull Creek,16/04/2022,7267
Bull Creek,17/04/2022,2805
Bull Creek,18/04/2022,4050
Bull Creek,19/04/2022,6162
Bull Creek,20/04/2022,5983
Bull Creek,21/04/2022,6260
Bull Creek,22/04/2022,6518
Bull Creek,23/04/2022,5844
Bull Creek,24/04/2022,3599
Bull Creek,25/04/2022,297
Bull Creek,26/04/2022,6664
Bull Creek,27/04/2022,6237
Bull Creek,28/04/2022,6372
Bull Creek,29/04/2022,6411
Bull Creek,30/04/2022,6196
Bull Creek,1/05/2022,4100
Bull Creek,2/05/2022,5948
Bull Creek,3/05/2022,6220
Bull Creek,4/05/2022,5950
Bull Creek,5/05/2022,6318
Bull Creek,6/05/2022,6598
Bull Creek,7/05/2022,7082
Bull Creek,8/05/2022,3757
Bull Creek,9/05/2022,5769
Bull Creek,10/05/2022,5566
Bull Creek,11/05/2022,5801
Bull Creek,12/05/2022,5918
Bull Creek,13/05/2022,6259
Bull Creek,14/05/2022,6261
Bull Creek,15/05/2022,3939
Bull Creek,16/05/2022,5732
Bull Creek,17/05/2022,5574
Bull Creek,18/05/2022,4393
Bull Creek,19/05/2022,6114
Bull Creek,20/05/2022,6049
Bull Creek,21/05/2022,5639
Bull Creek,22/05/2022,3771
Bull Creek,23/05/2022,5135
Bull Creek,24/05/2022,5780
Bull Creek,25/05/2022,5707
Bull Creek,26/05/2022,5956
Bull Creek,27/05/2022,6037
Bull Creek,28/05/2022,5918
Bull Creek,29/05/2022,4147
Bull Creek,30/05/2022,5948
Bull Creek,31/05/2022,6016
Bull Creek,1/06/2022,5689
Bull Creek,2/06/2022,6227
Bull Creek,3/06/2022,6247
Bull Creek,4/06/2022,6009
Bull Creek,5/06/2022,3558
Bull Creek,6/06/2022,3889
Bull Creek,7/06/2022,5939
Bull Creek,8/06/2022,5651
Bull Creek,9/06/2022,5983
Bull Creek,10/06/2022,5985
Bull Creek,11/06/2022,6217
Bull Creek,12/06/2022,3986
Bull Creek,13/06/2022,5824
Bull Creek,14/06/2022,5826
Bull Creek,15/06/2022,5729
Bull Creek,16/06/2022,6137
Bull Creek,17/06/2022,6233
Bull Creek,18/06/2022,6047
Bull Creek,19/06/2022,3826
Bull Creek,20/06/2022,5755
Bull Creek,21/06/2022,5712
Bull Creek,22/06/2022,5584
Bull Creek,23/06/2022,6237
Bull Creek,24/06/2022,6112
Bull Creek,25/06/2022,5974
Bull Creek,26/06/2022,3753
Bull Creek,27/06/2022,5907
Bull Creek,28/06/2022,5767
Bull Creek,29/06/2022,5862
Bull Creek,30/06/2022,6440
Burleigh,1/01/2021,12540
Burleigh,2/01/2021,9748
Burleigh,3/01/2021,14553
Burleigh,4/01/2021,13109
Burleigh,5/01/2021,13422
Burleigh,6/01/2021,14463
Burleigh,7/01/2021,14708
Burleigh,8/01/2021,11903
Burleigh,9/01/2021,9343
Burleigh,10/01/2021,13164
Burleigh,11/01/2021,13091
Burleigh,12/01/2021,13116
Burleigh,13/01/2021,13624
Burleigh,14/01/2021,13208
Burleigh,15/01/2021,11677
Burleigh,16/01/2021,9593
Burleigh,17/01/2021,13089
Burleigh,18/01/2021,12777
Burleigh,19/01/2021,13703
Burleigh,20/01/2021,13904
Burleigh,21/01/2021,13475
Burleigh,22/01/2021,11645
Burleigh,23/01/2021,9221
Burleigh,24/01/2021,14686
Burleigh,25/01/2021,7191
Burleigh,26/01/2021,12681
Burleigh,27/01/2021,13125
Burleigh,28/01/2021,13035
Burleigh,29/01/2021,11872
Burleigh,30/01/2021,9803
Burleigh,31/01/2021,12292
Burleigh,1/02/2021,11802
Burleigh,2/02/2021,11957
Burleigh,3/02/2021,12771
Burleigh,4/02/2021,12783
Burleigh,5/02/2021,11733
Burleigh,6/02/2021,9776
Burleigh,7/02/2021,12117
Burleigh,8/02/2021,11444
Burleigh,9/02/2021,11760
Burleigh,10/02/2021,12886
Burleigh,11/02/2021,12599
Burleigh,12/02/2021,12487
Burleigh,13/02/2021,8
Burleigh,14/02/2021,12269
Burleigh,15/02/2021,11607
Burleigh,16/02/2021,12033
Burleigh,17/02/2021,13364
Burleigh,18/02/2021,13078
Burleigh,19/02/2021,11984
Burleigh,20/02/2021,9784
Burleigh,21/02/2021,11926
Burleigh,22/02/2021,11436
Burleigh,23/02/2021,12054
Burleigh,24/02/2021,12606
Burleigh,25/02/2021,12618
Burleigh,26/02/2021,11872
Burleigh,27/02/2021,9677
Burleigh,28/02/2021,12403
Burleigh,1/03/2021,11423
Burleigh,2/03/2021,12082
Burleigh,3/03/2021,13637
Burleigh,4/03/2021,13244
Burleigh,5/03/2021,12000
Burleigh,6/03/2021,9768
Burleigh,7/03/2021,12728
Burleigh,8/03/2021,11964
Burleigh,9/03/2021,11909
Burleigh,10/03/2021,13036
Burleigh,11/03/2021,12595
Burleigh,12/03/2021,11795
Burleigh,13/03/2021,9455
Burleigh,14/03/2021,12538
Burleigh,15/03/2021,12014
Burleigh,16/03/2021,11951
Burleigh,17/03/2021,13312
Burleigh,18/03/2021,12464
Burleigh,19/03/2021,12102
Burleigh,20/03/2021,8798
Burleigh,21/03/2021,11584
Burleigh,22/03/2021,10221
Burleigh,23/03/2021,12804
Burleigh,24/03/2021,13303
Burleigh,25/03/2021,13222
Burleigh,26/03/2021,12202
Burleigh,27/03/2021,9545
Burleigh,28/03/2021,13352
Burleigh,29/03/2021,12730
Burleigh,30/03/2021,13295
Burleigh,31/03/2021,16544
Burleigh,1/04/2021,181
Burleigh,2/04/2021,15744
Burleigh,3/04/2021,7551
Burleigh,4/04/2021,9804
Burleigh,5/04/2021,13754
Burleigh,6/04/2021,13375
Burleigh,7/04/2021,13864
Burleigh,8/04/2021,13368
Burleigh,9/04/2021,11259
Burleigh,10/04/2021,8909
Burleigh,11/04/2021,12717
Burleigh,12/04/2021,12191
Burleigh,13/04/2021,12441
Burleigh,14/04/2021,13576
Burleigh,15/04/2021,12616
Burleigh,16/04/2021,11638
Burleigh,17/04/2021,9478
Burleigh,18/04/2021,12383
Burleigh,19/04/2021,11584
Burleigh,20/04/2021,11806
Burleigh,21/04/2021,12989
Burleigh,22/04/2021,12536
Burleigh,23/04/2021,12008
Burleigh,24/04/2021,107
Burleigh,25/04/2021,10834
Burleigh,26/04/2021,12644
Burleigh,27/04/2021,12345
Burleigh,28/04/2021,12736
Burleigh,29/04/2021,13001
Burleigh,30/04/2021,12275
Burleigh,1/05/2021,9821
Burleigh,2/05/2021,35
Burleigh,3/05/2021,14012
Burleigh,4/05/2021,11684
Burleigh,5/05/2021,13396
Burleigh,6/05/2021,13086
Burleigh,7/05/2021,14018
Burleigh,8/05/2021,8427
Burleigh,9/05/2021,12031
Burleigh,10/05/2021,11584
Burleigh,11/05/2021,11819
Burleigh,12/05/2021,13168
Burleigh,13/05/2021,12806
Burleigh,14/05/2021,11434
Burleigh,15/05/2021,9226
Burleigh,16/05/2021,11550
Burleigh,17/05/2021,11325
Burleigh,18/05/2021,11730
Burleigh,19/05/2021,12575
Burleigh,20/05/2021,12575
Burleigh,21/05/2021,11479
Burleigh,22/05/2021,9114
Burleigh,23/05/2021,11640
Burleigh,24/05/2021,12321
Burleigh,25/05/2021,12044
Burleigh,26/05/2021,12402
Burleigh,27/05/2021,12227
Burleigh,28/05/2021,11431
Burleigh,29/05/2021,9324
Burleigh,30/05/2021,11750
Burleigh,31/05/2021,37
Burleigh,1/06/2021,11491
Burleigh,2/06/2021,12469
Burleigh,3/06/2021,12674
Burleigh,4/06/2021,11422
Burleigh,5/06/2021,9117
Burleigh,6/06/2021,12011
Burleigh,7/06/2021,11626
Burleigh,8/06/2021,11859
Burleigh,9/06/2021,12603
Burleigh,10/06/2021,12776
Burleigh,11/06/2021,11515
Burleigh,12/06/2021,9164
Burleigh,13/06/2021,12045
Burleigh,14/06/2021,12213
Burleigh,15/06/2021,11844
Burleigh,16/06/2021,13140
Burleigh,17/06/2021,12663
Burleigh,18/06/2021,11793
Burleigh,19/06/2021,9276
Burleigh,20/06/2021,12240
Burleigh,21/06/2021,11929
Burleigh,22/06/2021,12197
Burleigh,23/06/2021,13110
Burleigh,24/06/2021,13070
Burleigh,25/06/2021,12168
Burleigh,26/06/2021,9407
Burleigh,27/06/2021,13108
Burleigh,28/06/2021,13774
Burleigh,29/06/2021,7621
Burleigh,30/06/2021,
Burleigh,1/07/2021,
Burleigh,2/07/2021,10435
Burleigh,3/07/2021,12448
Burleigh,4/07/2021,9228
Burleigh,5/07/2021,12560
Burleigh,6/07/2021,12122
Burleigh,7/07/2021,12670
Burleigh,8/07/2021,13188
Burleigh,9/07/2021,13614
Burleigh,10/07/2021,11599
Burleigh,11/07/2021,9739
Burleigh,12/07/2021,12057
Burleigh,13/07/2021,11502
Burleigh,14/07/2021,12154
Burleigh,15/07/2021,12983
Burleigh,16/07/2021,13143
Burleigh,17/07/2021,12233
Burleigh,18/07/2021,9293
Burleigh,19/07/2021,11998
Burleigh,20/07/2021,11555
Burleigh,21/07/2021,11591
Burleigh,22/07/2021,12799
Burleigh,23/07/2021,12527
Burleigh,24/07/2021,11589
Burleigh,25/07/2021,9243
Burleigh,26/07/2021,11920
Burleigh,27/07/2021,11819
Burleigh,28/07/2021,11944
Burleigh,29/07/2021,12984
Burleigh,30/07/2021,12424
Burleigh,31/07/2021,12460
Burleigh,1/08/2021,5006
Burleigh,2/08/2021,7860
Burleigh,3/08/2021,7994
Burleigh,4/08/2021,8766
Burleigh,5/08/2021,9134
Burleigh,6/08/2021,9433
Burleigh,7/08/2021,8679
Burleigh,8/08/2021,7283
Burleigh,9/08/2021,12952
Burleigh,10/08/2021,12141
Burleigh,11/08/2021,12313
Burleigh,12/08/2021,13075
Burleigh,13/08/2021,12730
Burleigh,14/08/2021,12282
Burleigh,15/08/2021,8923
Burleigh,16/08/2021,11930
Burleigh,17/08/2021,11780
Burleigh,18/08/2021,11696
Burleigh,19/08/2021,12492
Burleigh,20/08/2021,12510
Burleigh,21/08/2021,11514
Burleigh,22/08/2021,9532
Burleigh,23/08/2021,12016
Burleigh,24/08/2021,11752
Burleigh,25/08/2021,11979
Burleigh,26/08/2021,13063
Burleigh,27/08/2021,10242
Burleigh,28/08/2021,11795
Burleigh,29/08/2021,9036
Burleigh,30/08/2021,12260
Burleigh,31/08/2021,11920
Burleigh,1/09/2021,12605
Burleigh,2/09/2021,13670
Burleigh,3/09/2021,14851
Burleigh,4/09/2021,13066
Burleigh,5/09/2021,8398
Burleigh,6/09/2021,12460
Burleigh,7/09/2021,12080
Burleigh,8/09/2021,12393
Burleigh,9/09/2021,12703
Burleigh,10/09/2021,13097
Burleigh,11/09/2021,11863
Burleigh,12/09/2021,9162
Burleigh,13/09/2021,12000
Burleigh,14/09/2021,11691
Burleigh,15/09/2021,11924
Burleigh,16/09/2021,12835
Burleigh,17/09/2021,12732
Burleigh,18/09/2021,11614
Burleigh,19/09/2021,9150
Burleigh,20/09/2021,12473
Burleigh,21/09/2021,12304
Burleigh,22/09/2021,12503
Burleigh,23/09/2021,13081
Burleigh,24/09/2021,13123
Burleigh,25/09/2021,11205
Burleigh,26/09/2021,9133
Burleigh,27/09/2021,12884
Burleigh,28/09/2021,12506
Burleigh,29/09/2021,12590
Burleigh,30/09/2021,13668
Burleigh,1/10/2021,13774
Burleigh,2/10/2021,11822
Burleigh,3/10/2021,9091
Burleigh,4/10/2021,9089
Burleigh,5/10/2021,13393
Burleigh,6/10/2021,12089
Burleigh,7/10/2021,12997
Burleigh,8/10/2021,13275
Burleigh,9/10/2021,12242
Burleigh,10/10/2021,9800
Burleigh,11/10/2021,12034
Burleigh,12/10/2021,11987
Burleigh,13/10/2021,12172
Burleigh,14/10/2021,13190
Burleigh,15/10/2021,12742
Burleigh,16/10/2021,11941
Burleigh,17/10/2021,9140
Burleigh,18/10/2021,11683
Burleigh,19/10/2021,12188
Burleigh,20/10/2021,11874
Burleigh,21/10/2021,13374
Burleigh,22/10/2021,12819
Burleigh,23/10/2021,11943
Burleigh,24/10/2021,9490
Burleigh,25/10/2021,12333
Burleigh,26/10/2021,12407
Burleigh,27/10/2021,12346
Burleigh,28/10/2021,13838
Burleigh,29/10/2021,14054
Burleigh,30/10/2021,13334
Burleigh,31/10/2021,10552
Burleigh,1/11/2021,12194
Burleigh,2/11/2021,11058
Burleigh,3/11/2021,11850
Burleigh,4/11/2021,12796
Burleigh,5/11/2021,13267
Burleigh,6/11/2021,12611
Burleigh,7/11/2021,9393
Burleigh,8/11/2021,12610
Burleigh,9/11/2021,4
Burleigh,10/11/2021,12087
Burleigh,11/11/2021,12680
Burleigh,12/11/2021,13375
Burleigh,13/11/2021,11858
Burleigh,14/11/2021,9702
Burleigh,15/11/2021,12706
Burleigh,16/11/2021,12178
Burleigh,17/11/2021,12420
Burleigh,18/11/2021,13360
Burleigh,19/11/2021,13470
Burleigh,20/11/2021,12271
Burleigh,21/11/2021,10144
Burleigh,22/11/2021,12393
Burleigh,23/11/2021,12632
Burleigh,24/11/2021,13040
Burleigh,25/11/2021,14087
Burleigh,26/11/2021,
Burleigh,27/11/2021,3
Burleigh,28/11/2021,11388
Burleigh,29/11/2021,13523
Burleigh,30/11/2021,12308
Burleigh,1/12/2021,
Burleigh,2/12/2021,14
Burleigh,3/12/2021,13957
Burleigh,4/12/2021,12819
Burleigh,5/12/2021,10690
Burleigh,6/12/2021,13656
Burleigh,7/12/2021,13576
Burleigh,8/12/2021,13266
Burleigh,9/12/2021,15235
Burleigh,10/12/2021,14629
Burleigh,11/12/2021,12733
Burleigh,12/12/2021,10599
Burleigh,13/12/2021,15004
Burleigh,14/12/2021,14167
Burleigh,15/12/2021,14807
Burleigh,16/12/2021,16193
Burleigh,17/12/2021,15555
Burleigh,18/12/2021,14184
Burleigh,19/12/2021,11942
Burleigh,20/12/2021,16482
Burleigh,21/12/2021,16527
Burleigh,22/12/2021,17962
Burleigh,23/12/2021,20945
Burleigh,24/12/2021,18968
Burleigh,25/12/2021,16
Burleigh,26/12/2021,8711
Burleigh,27/12/2021,10783
Burleigh,28/12/2021,12549
Burleigh,29/12/2021,13853
Burleigh,30/12/2021,14593
Burleigh,31/12/2021,14728
Burleigh,1/01/2022,6753
Burleigh,2/01/2022,9915
Burleigh,3/01/2022,10279
Burleigh,4/01/2022,14092
Burleigh,5/01/2022,13321
Burleigh,6/01/2022,13378
Burleigh,7/01/2022,12869
Burleigh,8/01/2022,10831
Burleigh,9/01/2022,8469
Burleigh,10/01/2022,12201
Burleigh,11/01/2022,11891
Burleigh,12/01/2022,11760
Burleigh,13/01/2022,12389
Burleigh,14/01/2022,12501
Burleigh,15/01/2022,10425
Burleigh,16/01/2022,8873
Burleigh,17/01/2022,11857
Burleigh,18/01/2022,11702
Burleigh,19/01/2022,11787
Burleigh,20/01/2022,12675
Burleigh,21/01/2022,12693
Burleigh,22/01/2022,11097
Burleigh,23/01/2022,8558
Burleigh,24/01/2022,12229
Burleigh,25/01/2022,12434
Burleigh,26/01/2022,7086
Burleigh,27/01/2022,12697
Burleigh,28/01/2022,12639
Burleigh,29/01/2022,10714
Burleigh,30/01/2022,8657
Burleigh,31/01/2022,12014
Burleigh,1/02/2022,11367
Burleigh,2/02/2022,11690
Burleigh,3/02/2022,13425
Burleigh,4/02/2022,12788
Burleigh,5/02/2022,11428
Burleigh,6/02/2022,10279
Burleigh,7/02/2022,12129
Burleigh,8/02/2022,11328
Burleigh,9/02/2022,11391
Burleigh,10/02/2022,12392
Burleigh,11/02/2022,12425
Burleigh,12/02/2022,11672
Burleigh,13/02/2022,34
Burleigh,14/02/2022,12045
Burleigh,15/02/2022,11172
Burleigh,16/02/2022,11782
Burleigh,17/02/2022,12453
Burleigh,18/02/2022,11654
Burleigh,19/02/2022,11288
Burleigh,20/02/2022,8962
Burleigh,21/02/2022,11821
Burleigh,22/02/2022,11088
Burleigh,23/02/2022,11751
Burleigh,24/02/2022,12537
Burleigh,25/02/2022,12062
Burleigh,26/02/2022,11529
Burleigh,27/02/2022,8939
Burleigh,28/02/2022,9733
Burleigh,1/03/2022,12121
Burleigh,2/03/2022,11984
Burleigh,3/03/2022,12987
Burleigh,4/03/2022,13491
Burleigh,5/03/2022,12200
Burleigh,6/03/2022,9469
Burleigh,7/03/2022,12372
Burleigh,8/03/2022,11689
Burleigh,9/03/2022,11682
Burleigh,10/03/2022,11896
Burleigh,11/03/2022,11950
Burleigh,12/03/2022,11300
Burleigh,13/03/2022,9503
Burleigh,14/03/2022,11534
Burleigh,15/03/2022,11153
Burleigh,16/03/2022,11416
Burleigh,17/03/2022,12070
Burleigh,18/03/2022,11807
Burleigh,19/03/2022,11219
Burleigh,20/03/2022,9196
Burleigh,21/03/2022,11700
Burleigh,22/03/2022,11173
Burleigh,23/03/2022,11491
Burleigh,24/03/2022,11844
Burleigh,25/03/2022,12347
Burleigh,26/03/2022,11965
Burleigh,27/03/2022,9949
Burleigh,28/03/2022,11402
Burleigh,29/03/2022,11591
Burleigh,30/03/2022,11645
Burleigh,31/03/2022,11943
Burleigh,1/04/2022,12888
Burleigh,2/04/2022,11405
Burleigh,3/04/2022,9214
Burleigh,4/04/2022,12766
Burleigh,5/04/2022,11551
Burleigh,6/04/2022,12423
Burleigh,7/04/2022,12762
Burleigh,8/04/2022,13516
Burleigh,9/04/2022,12416
Burleigh,10/04/2022,9504
Burleigh,11/04/2022,13408
Burleigh,12/04/2022,12928
Burleigh,13/04/2022,14363
Burleigh,14/04/2022,17038
Burleigh,15/04/2022,117
Burleigh,16/04/2022,14457
Burleigh,17/04/2022,6472
Burleigh,18/04/2022,9379
Burleigh,19/04/2022,13001
Burleigh,20/04/2022,12398
Burleigh,21/04/2022,13204
Burleigh,22/04/2022,13535
Burleigh,23/04/2022,12478
Burleigh,24/04/2022,9848
Burleigh,25/04/2022,55
Burleigh,26/04/2022,13922
Burleigh,27/04/2022,12598
Burleigh,28/04/2022,13921
Burleigh,29/04/2022,13025
Burleigh,30/04/2022,12459
Burleigh,1/05/2022,10058
Burleigh,2/05/2022,41
Burleigh,3/05/2022,14427
Burleigh,4/05/2022,12333
Burleigh,5/05/2022,13827
Burleigh,6/05/2022,13414
Burleigh,7/05/2022,13845
Burleigh,8/05/2022,8837
Burleigh,9/05/2022,12271
Burleigh,10/05/2022,11926
Burleigh,11/05/2022,11665
Burleigh,12/05/2022,12917
Burleigh,13/05/2022,13001
Burleigh,14/05/2022,12427
Burleigh,15/05/2022,9878
Burleigh,16/05/2022,11668
Burleigh,17/05/2022,11586
Burleigh,18/05/2022,11840
Burleigh,19/05/2022,12657
Burleigh,20/05/2022,12444
Burleigh,21/05/2022,12264
Burleigh,22/05/2022,9935
Burleigh,23/05/2022,12066
Burleigh,24/05/2022,11608
Burleigh,25/05/2022,12090
Burleigh,26/05/2022,12779
Burleigh,27/05/2022,11005
Burleigh,28/05/2022,10035
Burleigh,29/05/2022,8449
Burleigh,30/05/2022,11092
Burleigh,31/05/2022,0
Burleigh,1/06/2022,11430
Burleigh,2/06/2022,12754
Burleigh,3/06/2022,12422
Burleigh,4/06/2022,11396
Burleigh,5/06/2022,9286
